#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
CallableBondCertainCall,CallableBond,2024-02-26,8.057377,61960289.618040,EUR,61960289.618040,EUR,100000000.00,EUR,100000000.00,CPTY_C,CPTY_C
CallableBondNoCall,CallableBond,2024-02-26,8.057377,111858499.784284,EUR,111858499.784284,EUR,100000000.00,EUR,100000000.00,CPTY_C,CPTY_C
CallableBondTrade,CallableBond,2024-02-26,8.057377,107838072.031120,EUR,107838072.031120,EUR,100000000.00,EUR,100000000.00,CPTY_C,CPTY_C
PutCallBondTrade,CallableBond,2024-02-26,8.057377,128191889.607085,EUR,128191889.607085,EUR,100000000.00,EUR,100000000.00,CPTY_C,CPTY_C
UnderlyingBondTrade,Bond,2024-02-26,8.057377,114184634.212881,EUR,114184634.212881,EUR,100000000.00,EUR,100000000.00,CPTY_C,CPTY_C
