#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,8087.66,53.68,22.75,-1198.81,29.92,-1356.26,35.21,-1463.70,0.00,-121.52,0.00,0.00,0.00,0.00,0.00,8087.66,53.68,None,97327.16,97345.74
BermSwp,CPTY_A,8087.66,53.68,22.75,-1198.81,29.92,-1356.26,35.21,-1463.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,97327.16,97345.74
