#Portfolio,Sample,AsOfDate,Time,InitialMargin,Currency,SimmSide,Depth
CPTY_A,0,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,0,2016-05-06,0.248634,8706.305664,,Call,0
CPTY_A,0,2016-08-05,0.497268,7594.980957,,Call,0
CPTY_A,0,2016-11-07,0.754098,8723.696289,,Call,0
CPTY_A,0,2017-02-06,1.003002,8493.271484,,Call,0
CPTY_A,0,2017-05-05,1.244098,8767.124023,,Call,0
CPTY_A,0,2017-08-07,1.501632,8008.999023,,Call,0
CPTY_A,0,2017-11-06,1.750947,8202.739258,,Call,0
CPTY_A,0,2018-02-05,2.000262,8117.281250,,Call,0
CPTY_A,0,2018-05-08,2.252317,9211.684570,,Call,0
CPTY_A,0,2018-08-06,2.498892,9335.460938,,Call,0
CPTY_A,0,2018-11-05,2.748207,9034.521484,,Call,0
CPTY_A,0,2019-02-05,3.000262,10010.471680,,Call,0
CPTY_A,0,2019-05-07,3.249577,9937.009766,,Call,0
CPTY_A,0,2019-08-05,3.496152,9392.047852,,Call,0
CPTY_A,0,2019-11-05,3.748207,9807.521484,,Call,0
CPTY_A,0,2020-02-05,4.000000,9674.534180,,Call,0
CPTY_A,0,2020-05-05,4.245902,9683.495117,,Call,0
CPTY_A,0,2020-08-05,4.497268,8750.815430,,Call,0
CPTY_A,0,2020-11-05,4.748634,9531.854492,,Call,0
CPTY_A,0,2021-02-05,5.000262,9463.774414,,Call,0
CPTY_A,0,2021-05-05,5.244098,9809.291016,,Call,0
CPTY_A,0,2021-08-05,5.496152,8992.184570,,Call,0
CPTY_A,0,2021-11-05,5.748207,10587.925781,,Call,0
CPTY_A,0,2022-02-07,6.005741,11000.781250,,Call,0
CPTY_A,0,2022-05-05,6.244098,10041.974609,,Call,0
CPTY_A,0,2022-08-05,6.496152,10192.557617,,Call,0
CPTY_A,0,2022-11-07,6.753687,10716.061523,,Call,0
CPTY_A,0,2023-02-06,7.003002,9885.064453,,Call,0
CPTY_A,0,2023-05-05,7.244098,10813.063477,,Call,0
CPTY_A,0,2023-08-07,7.501632,11133.899414,,Call,0
CPTY_A,0,2023-11-06,7.750947,11009.998047,,Call,0
CPTY_A,0,2024-02-05,8.000000,11558.456055,,Call,0
CPTY_A,0,2024-05-07,8.251366,12038.449219,,Call,0
CPTY_A,0,2024-08-05,8.497268,12297.711914,,Call,0
CPTY_A,0,2024-11-05,8.748634,11005.503906,,Call,0
CPTY_A,0,2025-02-05,9.000262,10607.766602,,Call,0
CPTY_A,0,2025-05-06,9.246837,11492.620117,,Call,0
CPTY_A,0,2025-08-05,9.496152,11413.702148,,Call,0
CPTY_A,0,2025-11-05,9.748207,10713.238281,,Call,0
CPTY_A,0,2026-02-05,10.000262,10672.855469,,Call,0
CPTY_A,0,2026-05-05,10.244098,10776.427734,,Call,0
CPTY_A,0,2026-08-05,10.496152,11028.261719,,Call,0
CPTY_A,0,2026-11-05,10.748207,10642.185547,,Call,0
CPTY_A,0,2027-02-05,11.000262,10883.837891,,Call,0
CPTY_A,0,2027-05-05,11.244098,10384.029297,,Call,0
CPTY_A,0,2027-08-05,11.496152,9111.416016,,Call,0
CPTY_A,0,2027-11-05,11.748207,9944.874023,,Call,0
CPTY_A,0,2028-02-07,12.005464,8416.043945,,Call,0
CPTY_A,0,2028-05-05,12.245902,9425.076172,,Call,0
CPTY_A,0,2028-08-07,12.502732,8796.275391,,Call,0
CPTY_A,0,2028-11-06,12.751366,7605.954102,,Call,0
CPTY_A,0,2029-02-05,13.000262,8187.024902,,Call,0
CPTY_A,0,2029-05-08,13.252317,8058.322754,,Call,0
CPTY_A,0,2029-08-06,13.498892,7116.751465,,Call,0
CPTY_A,0,2029-11-05,13.748207,7447.366699,,Call,0
CPTY_A,0,2030-02-05,14.000262,7222.844727,,Call,0
CPTY_A,0,2030-05-07,14.249577,6256.526367,,Call,0
CPTY_A,0,2030-08-05,14.496152,6573.843262,,Call,0
CPTY_A,0,2030-11-05,14.748207,6575.560547,,Call,0
CPTY_A,0,2031-02-05,15.000262,5590.467773,,Call,0
CPTY_A,0,2031-05-06,15.246837,5533.459961,,Call,0
CPTY_A,0,2031-08-05,15.496152,5571.990234,,Call,0
CPTY_A,0,2031-11-05,15.748207,4495.322266,,Call,0
CPTY_A,0,2032-02-05,16.000000,4894.304199,,Call,0
CPTY_A,0,2032-05-05,16.245902,4490.092773,,Call,0
CPTY_A,0,2032-08-05,16.497268,4482.464355,,Call,0
CPTY_A,0,2032-11-05,16.748634,3365.265381,,Call,0
CPTY_A,0,2033-02-07,17.005741,3641.655762,,Call,0
CPTY_A,0,2033-05-05,17.244098,3154.965332,,Call,0
CPTY_A,0,2033-08-05,17.496152,3243.247314,,Call,0
CPTY_A,0,2033-11-07,17.753687,2714.483154,,Call,0
CPTY_A,0,2034-02-06,18.003002,2411.552734,,Call,0
CPTY_A,0,2034-05-05,18.244098,1972.254517,,Call,0
CPTY_A,0,2034-08-07,18.501632,1840.412720,,Call,0
CPTY_A,0,2034-11-06,18.750947,1231.596924,,Call,0
CPTY_A,0,2035-02-05,19.000262,1399.542847,,Call,0
CPTY_A,0,2035-05-08,19.252317,668.783752,,Call,0
CPTY_A,0,2035-08-06,19.498892,663.869202,,Call,0
CPTY_A,0,2035-11-05,19.748207,0.000000,,Call,0
CPTY_A,0,2036-02-05,20.000000,0.000000,,Call,0
CPTY_A,0,2036-05-06,20.248634,0.000000,,Call,0
CPTY_A,0,2036-08-05,20.497268,0.000000,,Call,0
CPTY_A,0,2036-11-05,20.748634,0.000000,,Call,0
CPTY_A,0,2037-02-05,21.000262,0.000000,,Call,0
CPTY_A,0,2037-05-05,21.244098,0.000000,,Call,0
CPTY_A,0,2037-08-05,21.496152,0.000000,,Call,0
CPTY_A,0,2037-11-05,21.748207,0.000000,,Call,0
CPTY_A,0,2038-02-05,22.000262,0.000000,,Call,0
CPTY_A,1,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,1,2016-05-06,0.248634,8443.883789,,Call,0
CPTY_A,1,2016-08-05,0.497268,8170.939941,,Call,0
CPTY_A,1,2016-11-07,0.754098,9353.358398,,Call,0
CPTY_A,1,2017-02-06,1.003002,9102.264648,,Call,0
CPTY_A,1,2017-05-05,1.244098,9367.241211,,Call,0
CPTY_A,1,2017-08-07,1.501632,8423.084961,,Call,0
CPTY_A,1,2017-11-06,1.750947,9273.909180,,Call,0
CPTY_A,1,2018-02-05,2.000262,9392.897461,,Call,0
CPTY_A,1,2018-05-08,2.252317,9641.833984,,Call,0
CPTY_A,1,2018-08-06,2.498892,9784.517578,,Call,0
CPTY_A,1,2018-11-05,2.748207,9198.992188,,Call,0
CPTY_A,1,2019-02-05,3.000262,10715.079102,,Call,0
CPTY_A,1,2019-05-07,3.249577,11381.510742,,Call,0
CPTY_A,1,2019-08-05,3.496152,10849.590820,,Call,0
