#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,62940.347656,6686.859843,0.000000,8438.135935,8446.290724,2769.802379,8003.754819
1,65794.085938,7048.478198,0.000000,8438.135935,8446.290724,1227.782850,8003.754819
2,65853.039063,7055.443066,0.000000,8438.135935,8446.290724,-6745.447088,8003.754819
3,66398.085938,7118.924281,0.000000,8438.135935,8446.290724,-337.521456,8003.754819
4,69393.664063,7440.033744,0.000000,8438.135935,8446.290724,960.056479,8003.754819
5,70366.242188,7534.824830,0.000000,8438.135935,8446.290724,-5638.638010,8003.754819
6,70618.765625,7558.720783,0.000000,8438.135935,8446.290724,2479.078290,8003.754819
7,70619.257813,7558.767074,0.000000,8438.135935,8446.290724,-4752.611466,8003.754819
8,71255.710938,7617.713443,0.000000,8438.135935,8446.290724,-2271.751489,8003.754819
9,73822.382813,7837.584925,0.000000,8438.135935,8446.290724,-1642.227986,8003.754819
10,74287.789063,7874.512872,0.000000,8438.135935,8446.290724,2675.282738,8003.754819
11,75232.445313,7946.804019,0.000000,8438.135935,8446.290724,-3310.407787,8003.754819
12,75941.296875,7998.753811,0.000000,8438.135935,8446.290724,-3948.916399,8003.754819
13,76931.296875,8068.092583,0.000000,8438.135935,8446.290724,3939.759384,8003.754819
14,77346.625000,8096.086363,0.000000,8438.135935,8446.290724,3227.349388,8003.754819
15,77527.710938,8108.091846,0.000000,8438.135935,8446.290724,-915.433203,8003.754819
16,77979.210938,8137.500630,0.000000,8438.135935,8446.290724,-1252.998704,8003.754819
17,78066.156250,8143.078419,0.000000,8438.135935,8446.290724,2221.137564,8003.754819
18,78537.273438,8172.825803,0.000000,8438.135935,8446.290724,7058.876583,8003.754819
19,78787.062500,8188.273958,0.000000,8438.135935,8446.290724,-2545.312709,8003.754819
20,79115.265625,8208.232918,0.000000,8438.135935,8446.290724,-5047.623292,8003.754819
21,79204.296875,8213.581165,0.000000,8438.135935,8446.290724,4384.879464,8003.754819
22,79371.500000,8223.549529,0.000000,8438.135935,8446.290724,-905.005647,8003.754819
23,79794.070313,8248.303727,0.000000,8438.135935,8446.290724,-3258.058483,8003.754819
24,79939.125000,8256.656853,0.000000,8438.135935,8446.290724,-1934.311926,8003.754819
25,79945.734375,8257.035713,0.000000,8438.135935,8446.290724,2070.272581,8003.754819
26,80073.054688,8264.304224,0.000000,8438.135935,8446.290724,6946.648321,8003.754819
27,81168.937500,8324.552304,0.000000,8438.135935,8446.290724,-3632.121240,8003.754819
28,82431.109375,8388.886628,0.000000,8438.135935,8446.290724,3797.338036,8003.754819
29,83334.703125,8431.685270,0.000000,8438.135935,8446.290724,-4493.468674,8003.754819
30,83338.664063,8431.866968,0.000000,8438.135935,8446.290724,567.216020,8003.754819
31,83464.625000,8437.618364,0.000000,8438.135935,8446.290724,537.517412,8003.754819
32,83514.390625,8439.876385,0.000000,8438.135935,8446.290724,2922.292212,8003.754819
33,83695.781250,8448.038288,0.000000,8438.135935,8446.290724,3299.268014,8003.754819
34,83798.750000,8452.623848,0.000000,8438.135935,8446.290724,1733.500362,8003.754819
35,84280.007813,8473.600224,0.000000,8438.135935,8446.290724,702.092443,8003.754819
36,84377.773438,8477.770059,0.000000,8438.135935,8446.290724,4507.944569,8003.754819
37,84391.664063,8478.360015,0.000000,8438.135935,8446.290724,-3839.027898,8003.754819
38,84802.171875,8495.515095,0.000000,8438.135935,8446.290724,-948.263915,8003.754819
39,85082.804688,8506.932264,0.000000,8438.135935,8446.290724,2600.174986,8003.754819
40,85362.000000,8518.041937,0.000000,8438.135935,8446.290724,-3993.175307,8003.754819
41,85457.796875,8521.796807,0.000000,8438.135935,8446.290724,1309.463278,8003.754819
42,85610.367188,8527.716940,0.000000,8438.135935,8446.290724,-775.897379,8003.754819
43,85656.812500,8529.504516,0.000000,8438.135935,8446.290724,-1669.817272,8003.754819
44,85816.109375,8535.583721,0.000000,8438.135935,8446.290724,-3359.684549,8003.754819
45,86108.195313,8546.522706,0.000000,8438.135935,8446.290724,157.186111,8003.754819
46,86192.679688,8549.636723,0.000000,8438.135935,8446.290724,-669.946795,8003.754819
47,86358.007813,8555.665772,0.000000,8438.135935,8446.290724,2295.850108,8003.754819
48,86535.390625,8562.039223,0.000000,8438.135935,8446.290724,3279.103602,8003.754819
49,86898.734375,8574.787576,0.000000,8438.135935,8446.290724,-9797.044047,8003.754819
50,87258.804688,8587.015859,0.000000,8438.135935,8446.290724,2167.937811,8003.754819
51,87266.437500,8587.270722,0.000000,8438.135935,8446.290724,-1119.967781,8003.754819
52,87552.578125,8596.695034,0.000000,8438.135935,8446.290724,-4214.589920,8003.754819
53,87605.960938,8598.425243,0.000000,8438.135935,8446.290724,-3821.294008,8003.754819
54,87642.476563,8599.603698,0.000000,8438.135935,8446.290724,3886.833338,8003.754819
55,87981.132813,8610.337305,0.000000,8438.135935,8446.290724,559.765261,8003.754819
56,87992.046875,8610.677354,0.000000,8438.135935,8446.290724,3329.190087,8003.754819
57,88050.187500,8612.482672,0.000000,8438.135935,8446.290724,1369.235802,8003.754819
