#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,627.96,4.64,1.90,-90.32,2.65,-105.31,3.22,-115.84,0.00,-9.57,0.00,0.00,0.00,0.00,0.00,627.96,4.64,None,5927.34,5929.09
BermSwp,CPTY_A,627.96,4.64,1.90,-90.32,2.65,-105.31,3.22,-115.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,5927.34,5929.09
