#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
29,2023-08-07,14,634.122549,622.802766,0.000000,615.362024,CPTY_A,7.501632
30,2023-11-06,14,654.407897,649.231627,0.000000,864.926390,CPTY_A,7.750947
31,2024-02-05,15,651.679843,637.984885,0.000000,607.474355,CPTY_A,8.000000
32,2024-05-07,14,637.678317,608.086168,0.000000,827.633012,CPTY_A,8.251366
33,2024-08-05,14,680.560651,670.710293,0.000000,746.044610,CPTY_A,8.497268
34,2024-11-05,14,609.633775,604.696548,0.000000,578.965096,CPTY_A,8.748634
35,2025-02-05,14,602.997205,591.207429,0.000000,692.666493,CPTY_A,9.000262
36,2025-05-06,14,642.723182,605.817670,0.000000,694.076136,CPTY_A,9.246837
37,2025-08-05,14,627.453746,608.758054,0.000000,583.364096,CPTY_A,9.496152
38,2025-11-05,14,618.581502,591.254129,0.000000,697.752721,CPTY_A,9.748207
39,2026-02-05,14,591.200910,585.524686,0.000000,615.493299,CPTY_A,10.000262
40,2026-05-05,14,666.115011,624.763374,0.000000,969.129532,CPTY_A,10.244098
41,2026-08-05,14,630.435923,613.487030,0.000000,753.118144,CPTY_A,10.496152
42,2026-11-05,14,671.666057,626.324218,0.000000,907.648632,CPTY_A,10.748207
43,2027-02-05,14,641.137218,621.445215,0.000000,848.483269,CPTY_A,11.000262
44,2027-05-05,14,679.152664,657.118021,0.000000,683.001034,CPTY_A,11.244098
45,2027-08-05,14,638.409930,629.507360,0.000000,611.595086,CPTY_A,11.496152
46,2027-11-05,14,744.963905,720.512222,0.000000,929.058039,CPTY_A,11.748207
47,2028-02-07,15,690.081114,625.392034,0.000000,1004.968376,CPTY_A,12.005464
48,2028-05-05,14,737.357892,695.892272,0.000000,862.536323,CPTY_A,12.245902
49,2028-08-07,14,723.018709,654.205592,0.000000,944.358739,CPTY_A,12.502732
50,2028-11-06,14,703.989531,642.969907,0.000000,741.589425,CPTY_A,12.751366
51,2029-02-05,15,698.364466,628.628812,0.000000,851.685720,CPTY_A,13.000262
52,2029-05-08,14,718.576392,674.535584,0.000000,884.560679,CPTY_A,13.252317
53,2029-08-06,14,695.512714,675.175383,0.000000,845.834851,CPTY_A,13.498892
54,2029-11-05,14,730.593011,670.521645,0.000000,998.337128,CPTY_A,13.748207
55,2030-02-05,14,768.363449,687.040948,0.000000,1044.629536,CPTY_A,14.000262
56,2030-05-07,14,782.527793,680.400109,0.000000,1074.208143,CPTY_A,14.249577
57,2030-08-05,14,786.475854,683.971789,0.000000,1019.526906,CPTY_A,14.496152
58,2030-11-05,14,867.926676,796.037178,0.000000,1073.699929,CPTY_A,14.748207
59,2031-02-05,14,799.791297,758.943179,0.000000,894.705514,CPTY_A,15.000262
60,2031-05-06,14,842.667362,746.932685,0.000000,853.500424,CPTY_A,15.246837
61,2031-08-05,14,793.595628,749.287900,0.000000,845.695100,CPTY_A,15.496152
62,2031-11-05,14,749.354025,678.528336,0.000000,840.878691,CPTY_A,15.748207
63,2032-02-05,14,814.690649,707.845192,0.000000,1121.530824,CPTY_A,16.000000
64,2032-05-05,14,879.100827,772.281100,0.000000,1176.989604,CPTY_A,16.245902
65,2032-08-05,14,883.506943,801.182081,0.000000,903.051309,CPTY_A,16.497268
66,2032-11-05,14,792.475594,745.100798,0.000000,989.124603,CPTY_A,16.748634
67,2033-02-07,15,856.739029,746.692434,0.000000,1039.016141,CPTY_A,17.005741
68,2033-05-05,14,849.174495,774.554605,0.000000,1071.793052,CPTY_A,17.244098
69,2033-08-05,14,920.835785,836.083957,0.000000,1221.202505,CPTY_A,17.496152
70,2033-11-07,14,1078.791156,929.039074,0.000000,1377.095089,CPTY_A,17.753687
71,2034-02-06,15,1006.820647,850.397448,0.000000,1449.072281,CPTY_A,18.003002
72,2034-05-05,14,981.365400,902.128639,0.000000,1199.247375,CPTY_A,18.244098
73,2034-08-07,14,959.917024,877.135684,0.000000,1199.260815,CPTY_A,18.501632
74,2034-11-06,14,962.679274,894.881015,0.000000,1553.017488,CPTY_A,18.750947
75,2035-02-05,15,1082.213569,1036.479347,0.000000,1385.884929,CPTY_A,19.000262
76,2035-05-08,14,525.142811,486.249170,0.000000,673.947551,CPTY_A,19.252317
77,2035-08-06,14,525.509684,486.130111,0.000000,471.789141,CPTY_A,19.498892
78,2035-11-05,14,2.409180,1.956377,0.000000,2.387998,CPTY_A,19.748207
79,2036-02-05,14,0.581305,0.464374,0.000000,0.770957,CPTY_A,20.000000
80,2036-05-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.248634
81,2036-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.497268
82,2036-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.748634
83,2037-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.000262
84,2037-05-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.244098
85,2037-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.496152
86,2037-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.748207
87,2038-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,22.000262
