#Portfolio,Sample,AsOfDate,Time,InitialMargin,Currency,SimmSide,Depth
CPTY_A,0,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,0,2016-05-06,0.248634,521.227905,,Call,0
CPTY_A,0,2016-08-05,0.497268,454.079071,,Call,0
CPTY_A,0,2016-11-07,0.754098,519.723206,,Call,0
CPTY_A,0,2017-02-06,1.003002,504.934052,,Call,0
CPTY_A,0,2017-05-05,1.244098,519.485779,,Call,0
CPTY_A,0,2017-08-07,1.501632,476.839874,,Call,0
CPTY_A,0,2017-11-06,1.750947,483.372955,,Call,0
CPTY_A,0,2018-02-05,2.000262,480.375366,,Call,0
CPTY_A,0,2018-05-08,2.252317,546.329834,,Call,0
CPTY_A,0,2018-08-06,2.498892,552.161438,,Call,0
CPTY_A,0,2018-11-05,2.748207,534.863403,,Call,0
CPTY_A,0,2019-02-05,3.000262,592.214783,,Call,0
CPTY_A,0,2019-05-07,3.249577,589.883362,,Call,0
CPTY_A,0,2019-08-05,3.496152,551.332642,,Call,0
CPTY_A,0,2019-11-05,3.748207,580.913696,,Call,0
CPTY_A,0,2020-02-05,4.000000,570.859741,,Call,0
CPTY_A,0,2020-05-05,4.245902,572.906738,,Call,0
CPTY_A,0,2020-08-05,4.497268,514.371216,,Call,0
CPTY_A,0,2020-11-05,4.748634,560.301758,,Call,0
CPTY_A,0,2021-02-05,5.000262,559.294250,,Call,0
CPTY_A,0,2021-05-05,5.244098,571.915894,,Call,0
CPTY_A,0,2021-08-05,5.496152,521.860413,,Call,0
CPTY_A,0,2021-11-05,5.748207,623.538452,,Call,0
CPTY_A,0,2022-02-07,6.005741,645.326050,,Call,0
CPTY_A,0,2022-05-05,6.244098,583.189209,,Call,0
CPTY_A,0,2022-08-05,6.496152,593.734924,,Call,0
CPTY_A,0,2022-11-07,6.753687,622.553955,,Call,0
CPTY_A,0,2023-02-06,7.003002,581.436279,,Call,0
CPTY_A,0,2023-05-05,7.244098,627.297119,,Call,0
CPTY_A,0,2023-08-07,7.501632,649.664124,,Call,0
CPTY_A,0,2023-11-06,7.750947,635.421448,,Call,0
CPTY_A,0,2024-02-05,8.000000,661.701599,,Call,0
CPTY_A,0,2024-05-07,8.251366,692.903503,,Call,0
CPTY_A,0,2024-08-05,8.497268,698.967712,,Call,0
CPTY_A,0,2024-11-05,8.748634,626.829956,,Call,0
CPTY_A,0,2025-02-05,9.000262,621.721375,,Call,0
CPTY_A,0,2025-05-06,9.246837,675.100586,,Call,0
CPTY_A,0,2025-08-05,9.496152,654.079468,,Call,0
CPTY_A,0,2025-11-05,9.748207,612.337463,,Call,0
CPTY_A,0,2026-02-05,10.000262,597.934631,,Call,0
CPTY_A,0,2026-05-05,10.244098,668.452637,,Call,0
CPTY_A,0,2026-08-05,10.496152,650.901123,,Call,0
CPTY_A,0,2026-11-05,10.748207,681.422974,,Call,0
CPTY_A,0,2027-02-05,11.000262,652.349365,,Call,0
CPTY_A,0,2027-05-05,11.244098,660.802917,,Call,0
CPTY_A,0,2027-08-05,11.496152,592.704529,,Call,0
CPTY_A,0,2027-11-05,11.748207,698.045227,,Call,0
CPTY_A,0,2028-02-07,12.005464,638.654907,,Call,0
CPTY_A,0,2028-05-05,12.245902,698.298035,,Call,0
CPTY_A,0,2028-08-07,12.502732,690.792175,,Call,0
CPTY_A,0,2028-11-06,12.751366,623.435425,,Call,0
CPTY_A,0,2029-02-05,13.000262,666.846313,,Call,0
CPTY_A,0,2029-05-08,13.252317,671.999756,,Call,0
CPTY_A,0,2029-08-06,13.498892,616.404419,,Call,0
CPTY_A,0,2029-11-05,13.748207,676.689026,,Call,0
CPTY_A,0,2030-02-05,14.000262,703.310608,,Call,0
CPTY_A,0,2030-05-07,14.249577,657.339050,,Call,0
CPTY_A,0,2030-08-05,14.496152,682.594727,,Call,0
CPTY_A,0,2030-11-05,14.748207,738.723145,,Call,0
CPTY_A,0,2031-02-05,15.000262,602.826050,,Call,0
CPTY_A,0,2031-05-06,15.246837,697.941528,,Call,0
CPTY_A,0,2031-08-05,15.496152,654.606323,,Call,0
CPTY_A,0,2031-11-05,15.748207,608.154236,,Call,0
CPTY_A,0,2032-02-05,16.000000,651.267822,,Call,0
CPTY_A,0,2032-05-05,16.245902,731.004028,,Call,0
CPTY_A,0,2032-08-05,16.497268,697.857605,,Call,0
CPTY_A,0,2032-11-05,16.748634,638.180847,,Call,0
CPTY_A,0,2033-02-07,17.005741,679.350830,,Call,0
CPTY_A,0,2033-05-05,17.244098,686.177002,,Call,0
CPTY_A,0,2033-08-05,17.496152,691.111938,,Call,0
CPTY_A,0,2033-11-07,17.753687,742.237183,,Call,0
CPTY_A,0,2034-02-06,18.003002,666.439880,,Call,0
CPTY_A,0,2034-05-05,18.244098,736.652588,,Call,0
CPTY_A,0,2034-08-07,18.501632,629.156311,,Call,0
CPTY_A,0,2034-11-06,18.750947,615.600769,,Call,0
CPTY_A,0,2035-02-05,19.000262,786.489136,,Call,0
CPTY_A,0,2035-05-08,19.252317,318.208252,,Call,0
CPTY_A,0,2035-08-06,19.498892,311.536896,,Call,0
CPTY_A,0,2035-11-05,19.748207,1.073905,,Call,0
CPTY_A,0,2036-02-05,20.000000,0.241865,,Call,0
CPTY_A,0,2036-05-06,20.248634,0.000000,,Call,0
CPTY_A,0,2036-08-05,20.497268,0.000000,,Call,0
CPTY_A,0,2036-11-05,20.748634,0.000000,,Call,0
CPTY_A,0,2037-02-05,21.000262,0.000000,,Call,0
CPTY_A,0,2037-05-05,21.244098,0.000000,,Call,0
CPTY_A,0,2037-08-05,21.496152,0.000000,,Call,0
CPTY_A,0,2037-11-05,21.748207,0.000000,,Call,0
CPTY_A,0,2038-02-05,22.000262,0.000000,,Call,0
CPTY_A,1,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,1,2016-05-06,0.248634,504.332581,,Call,0
CPTY_A,1,2016-08-05,0.497268,491.331055,,Call,0
CPTY_A,1,2016-11-07,0.754098,561.854065,,Call,0
CPTY_A,1,2017-02-06,1.003002,551.699158,,Call,0
CPTY_A,1,2017-05-05,1.244098,559.917847,,Call,0
CPTY_A,1,2017-08-07,1.501632,505.283020,,Call,0
CPTY_A,1,2017-11-06,1.750947,554.308838,,Call,0
CPTY_A,1,2018-02-05,2.000262,563.724792,,Call,0
CPTY_A,1,2018-05-08,2.252317,574.252380,,Call,0
CPTY_A,1,2018-08-06,2.498892,580.703186,,Call,0
CPTY_A,1,2018-11-05,2.748207,545.434021,,Call,0
CPTY_A,1,2019-02-05,3.000262,637.384827,,Call,0
CPTY_A,1,2019-05-07,3.249577,683.881958,,Call,0
CPTY_A,1,2019-08-05,3.496152,648.800903,,Call,0
CPTY_A,1,2019-11-05,3.748207,732.209106,,Call,0
CPTY_A,1,2020-02-05,4.000000,692.784790,,Call,0
CPTY_A,1,2020-05-05,4.245902,740.025940,,Call,0
CPTY_A,1,2020-08-05,4.497268,657.734009,,Call,0
CPTY_A,1,2020-11-05,4.748634,760.243896,,Call,0
CPTY_A,1,2021-02-05,5.000262,851.234436,,Call,0
CPTY_A,1,2021-05-05,5.244098,835.212585,,Call,0
CPTY_A,1,2021-08-05,5.496152,768.136597,,Call,0
CPTY_A,1,2021-11-05,5.748207,941.967163,,Call,0
CPTY_A,1,2022-02-07,6.005741,982.533142,,Call,0
CPTY_A,1,2022-05-05,6.244098,781.236511,,Call,0
CPTY_A,1,2022-08-05,6.496152,852.041016,,Call,0
CPTY_A,1,2022-11-07,6.753687,944.412048,,Call,0
