#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,42142.15,61224.53,29679.50,-4357.63,33936.36,-4990.83,36847.90,-5425.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42142.15,61224.53,None,248230.46,248230.46
Swap_20y,CPTY_A,42142.15,61224.53,29679.50,-4357.63,33936.36,-4990.83,36847.90,-5425.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,248230.46,248230.46
