#NettingSet,TimeStep,Date,Bound,Count
CPTY_A,0,2016-05-06,1998138.591368,0
CPTY_A,0,2016-05-06,2092726.606386,0
CPTY_A,0,2016-05-06,2187314.621404,0
CPTY_A,0,2016-05-06,2281902.636422,0
CPTY_A,0,2016-05-06,2376490.651440,0
CPTY_A,0,2016-05-06,2471078.666457,0
CPTY_A,0,2016-05-06,2565666.681475,0
CPTY_A,0,2016-05-06,2660254.696493,0
CPTY_A,0,2016-05-06,2754842.711511,0
CPTY_A,0,2016-05-06,2849430.726529,0
CPTY_A,0,2016-05-06,2944018.741547,0
CPTY_A,0,2016-05-06,3038606.756565,0
CPTY_A,0,2016-05-06,3133194.771583,0
CPTY_A,0,2016-05-06,3227782.786601,0
CPTY_A,0,2016-05-06,3322370.801619,0
CPTY_A,0,2016-05-06,3416958.816637,0
CPTY_A,0,2016-05-06,3511546.831655,0
CPTY_A,0,2016-05-06,3606134.846673,5
CPTY_A,0,2016-05-06,3700722.861691,7
CPTY_A,0,2016-05-06,3795310.876709,11
CPTY_A,0,2016-05-06,3889898.891727,21
CPTY_A,0,2016-05-06,3984486.906745,19
CPTY_A,0,2016-05-06,4079074.921762,23
CPTY_A,0,2016-05-06,4173662.936780,14
CPTY_A,0,2016-05-06,4268250.951798,20
CPTY_A,0,2016-05-06,4362838.966816,15
CPTY_A,0,2016-05-06,4457426.981834,9
CPTY_A,0,2016-05-06,4552014.996852,10
CPTY_A,0,2016-05-06,4646603.011870,8
CPTY_A,0,2016-05-06,4741191.026888,4
CPTY_A,0,2016-05-06,4835779.041906,5
CPTY_A,0,2016-05-06,4930367.056924,7
CPTY_A,0,2016-05-06,5024955.071942,6
CPTY_A,0,2016-05-06,5119543.086960,4
CPTY_A,0,2016-05-06,5214131.101978,1
CPTY_A,0,2016-05-06,5308719.116996,2
CPTY_A,0,2016-05-06,5403307.132014,4
CPTY_A,0,2016-05-06,5497895.147032,1
CPTY_A,0,2016-05-06,5592483.162050,1
CPTY_A,0,2016-05-06,5687071.177067,2
CPTY_A,0,2016-05-06,5781659.192085,0
CPTY_A,0,2016-05-06,5876247.207103,0
CPTY_A,0,2016-05-06,5970835.222121,0
CPTY_A,0,2016-05-06,6065423.237139,1
CPTY_A,0,2016-05-06,6160011.252157,0
CPTY_A,0,2016-05-06,6254599.267175,0
CPTY_A,0,2016-05-06,6349187.282193,0
CPTY_A,0,2016-05-06,6443775.297211,0
CPTY_A,0,2016-05-06,6538363.312229,0
CPTY_A,0,2016-05-06,6632951.327247,0
CPTY_A,1,2016-08-05,755453.817287,0
CPTY_A,1,2016-08-05,875539.996814,0
CPTY_A,1,2016-08-05,995626.176341,0
CPTY_A,1,2016-08-05,1115712.355868,0
CPTY_A,1,2016-08-05,1235798.535395,0
CPTY_A,1,2016-08-05,1355884.714922,0
CPTY_A,1,2016-08-05,1475970.894449,1
CPTY_A,1,2016-08-05,1596057.073976,1
CPTY_A,1,2016-08-05,1716143.253503,0
CPTY_A,1,2016-08-05,1836229.433030,1
CPTY_A,1,2016-08-05,1956315.612557,0
CPTY_A,1,2016-08-05,2076401.792084,1
CPTY_A,1,2016-08-05,2196487.971611,0
CPTY_A,1,2016-08-05,2316574.151138,1
CPTY_A,1,2016-08-05,2436660.330665,1
CPTY_A,1,2016-08-05,2556746.510192,3
CPTY_A,1,2016-08-05,2676832.689719,5
CPTY_A,1,2016-08-05,2796918.869247,2
CPTY_A,1,2016-08-05,2917005.048774,1
CPTY_A,1,2016-08-05,3037091.228301,5
CPTY_A,1,2016-08-05,3157177.407828,3
CPTY_A,1,2016-08-05,3277263.587355,10
CPTY_A,1,2016-08-05,3397349.766882,17
CPTY_A,1,2016-08-05,3517435.946409,17
CPTY_A,1,2016-08-05,3637522.125936,21
CPTY_A,1,2016-08-05,3757608.305463,15
CPTY_A,1,2016-08-05,3877694.484990,15
CPTY_A,1,2016-08-05,3997780.664517,15
CPTY_A,1,2016-08-05,4117866.844044,24
CPTY_A,1,2016-08-05,4237953.023571,18
CPTY_A,1,2016-08-05,4358039.203098,14
CPTY_A,1,2016-08-05,4478125.382625,5
CPTY_A,1,2016-08-05,4598211.562152,2
CPTY_A,1,2016-08-05,4718297.741679,0
CPTY_A,1,2016-08-05,4838383.921206,1
CPTY_A,1,2016-08-05,4958470.100733,0
CPTY_A,1,2016-08-05,5078556.280260,0
CPTY_A,1,2016-08-05,5198642.459787,0
CPTY_A,1,2016-08-05,5318728.639314,0
CPTY_A,1,2016-08-05,5438814.818841,0
