#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
Swap_20,Swap,2036-03-03,20.073770,269479.538492,EUR,269479.538492,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swap_21,Swap,2026-03-02,10.068755,-280718.493987,EUR,-280718.493987,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
