#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,43001.14,61164.27,29651.60,-4443.86,33900.99,-5093.27,36806.81,-5538.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43001.14,61164.27,None,248864.47,248864.47
Swap_20y,CPTY_A,43001.14,61164.27,29651.60,-4443.86,33900.99,-5093.27,36806.81,-5538.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,248864.47,248864.47
