#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
128,49788.101563,7163.699950,0.000000,6696.039148,6705.670689,-1713.498027,6840.178027
129,49911.515625,7167.151190,0.000000,6696.039148,6705.670689,-3189.044497,6840.178027
130,49955.460938,7168.356976,0.000000,6696.039148,6705.670689,3611.429135,6840.178027
131,50002.933594,7169.645909,0.000000,6696.039148,6705.670689,-728.025227,6840.178027
132,50223.601563,7175.451545,0.000000,6696.039148,6705.670689,-285.396263,6840.178027
133,50271.996094,7176.683950,0.000000,6696.039148,6705.670689,-4436.298108,6840.178027
134,50438.847656,7180.820529,0.000000,6696.039148,6705.670689,-887.854774,6840.178027
135,50451.855469,7181.135700,0.000000,6696.039148,6705.670689,-688.064787,6840.178027
136,50576.804688,7184.109279,0.000000,6696.039148,6705.670689,-365.269982,6840.178027
137,50747.777344,7188.020203,0.000000,6696.039148,6705.670689,-5967.029055,6840.178027
138,50939.085938,7192.180288,0.000000,6696.039148,6705.670689,-1921.671156,6840.178027
139,50953.738281,7192.489514,0.000000,6696.039148,6705.670689,-2224.979153,6840.178027
140,51060.644531,7194.705268,0.000000,6696.039148,6705.670689,-2385.366506,6840.178027
141,51130.605469,7196.116823,0.000000,6696.039148,6705.670689,4073.236292,6840.178027
142,51133.492188,7196.174413,0.000000,6696.039148,6705.670689,692.193504,6840.178027
143,51436.781250,7201.936809,0.000000,6696.039148,6705.670689,3149.556760,6840.178027
144,51499.617188,7203.059335,0.000000,6696.039148,6705.670689,-1866.634382,6840.178027
145,51510.128906,7203.244732,0.000000,6696.039148,6705.670689,-3939.013880,6840.178027
146,51564.171875,7204.187093,0.000000,6696.039148,6705.670689,-3167.729131,6840.178027
147,51575.167969,7204.376620,0.000000,6696.039148,6705.670689,470.774316,6840.178027
148,51667.062500,7205.931238,0.000000,6696.039148,6705.670689,-1577.134318,6840.178027
149,51730.070313,7206.966970,0.000000,6696.039148,6705.670689,-3205.815157,6840.178027
150,51819.835938,7208.400144,0.000000,6696.039148,6705.670689,-1827.973523,6840.178027
151,52011.617188,7211.295233,0.000000,6696.039148,6705.670689,682.867054,6840.178027
152,52080.308594,7212.276940,0.000000,6696.039148,6705.670689,-2196.197386,6840.178027
153,52655.625000,7219.356921,0.000000,6696.039148,6705.670689,-130.409738,6840.178027
154,52851.976563,7221.306838,0.000000,6696.039148,6705.670689,-882.395155,6840.178027
155,52931.949219,7222.033084,0.000000,6696.039148,6705.670689,-543.690717,6840.178027
156,53003.664063,7222.650909,0.000000,6696.039148,6705.670689,2698.144769,6840.178027
157,53066.972656,7223.170052,0.000000,6696.039148,6705.670689,-402.629040,6840.178027
158,53123.738281,7223.614604,0.000000,6696.039148,6705.670689,2205.406685,6840.178027
159,53185.417969,7224.075203,0.000000,6696.039148,6705.670689,4971.792286,6840.178027
160,53498.210938,7226.051448,0.000000,6696.039148,6705.670689,6877.071671,6840.178027
161,53583.687500,7226.487032,0.000000,6696.039148,6705.670689,3035.430543,6840.178027
162,53838.949219,7227.521065,0.000000,6696.039148,6705.670689,1698.889028,6840.178027
163,53919.097656,7227.763304,0.000000,6696.039148,6705.670689,-56.749247,6840.178027
164,53965.011719,7227.884328,0.000000,6696.039148,6705.670689,7957.734519,6840.178027
165,54057.023438,7228.087956,0.000000,6696.039148,6705.670689,1411.163611,6840.178027
166,54063.433594,7228.100208,0.000000,6696.039148,6705.670689,2848.243527,6840.178027
167,54454.820313,7228.371066,0.000000,6696.039148,6705.670689,3260.547030,6840.178027
168,54696.839844,7228.068689,0.000000,6696.039148,6705.670689,-1191.146537,6840.178027
169,55084.902344,7226.834274,0.000000,6696.039148,6705.670689,-6555.411734,6840.178027
170,55116.308594,7226.693975,0.000000,6696.039148,6705.670689,-2480.464389,6840.178027
171,55300.765625,7225.747824,0.000000,6696.039148,6705.670689,2071.429859,6840.178027
172,55861.078125,7221.592878,0.000000,6696.039148,6705.670689,-1328.734560,6840.178027
173,56027.441406,7219.987811,0.000000,6696.039148,6705.670689,1534.246253,6840.178027
174,56059.953125,7219.654256,0.000000,6696.039148,6705.670689,2714.048564,6840.178027
175,56130.519531,7218.907900,0.000000,6696.039148,6705.670689,3253.321460,6840.178027
176,56427.789063,7215.427199,0.000000,6696.039148,6705.670689,-1621.525067,6840.178027
