#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,42755.02,61305.64,29720.71,-4420.13,33979.28,-5063.72,36891.31,-5505.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42755.02,61305.64,None,250361.65,250361.65
Swap_20,CPTY_A,42755.02,61305.64,29720.71,-4420.13,33979.28,-5063.72,36891.31,-5505.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,250361.65,250361.65
