#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
PORTFOLIO,Swap,,0.000000,3411011575.219724,USD,3411011575.219724,USD,10000000000.00,USD,10000000000.00,CPTY_A,CPTY_A
