#NettingSetId,Sample,PosExpNoColl,NegExpNoColl,PosExpWithColl,NegExpWithColl
CPTY_A,556,128257.3434,-618720.8353,128257.3434,-618720.8353
CPTY_A,557,18704.9372,-712205.2958,18704.9372,-712205.2958
CPTY_A,558,1002831.5353,-5070.7625,1002831.5353,-5070.7625
CPTY_A,559,147055.5773,-299217.9830,147055.5773,-299217.9830
CPTY_A,560,127892.7528,-129958.0726,127892.7528,-129958.0726
CPTY_A,561,537137.3180,-121356.0291,537137.3180,-121356.0291
CPTY_A,562,368655.9318,-26263.2931,368655.9318,-26263.2931
CPTY_A,563,422102.8469,-322191.8219,422102.8469,-322191.8219
CPTY_A,564,17711.2575,-1038342.0618,17711.2575,-1038342.0618
CPTY_A,565,33638.6828,-783053.7627,33638.6828,-783053.7627
CPTY_A,566,1142540.9953,-30214.8177,1142540.9953,-30214.8177
CPTY_A,567,597847.5668,-7669.0140,597847.5668,-7669.0140
CPTY_A,568,160297.4629,-184409.6055,160297.4629,-184409.6055
CPTY_A,569,109.9637,-957608.4134,109.9637,-957608.4134
CPTY_A,570,37756.5452,-419490.9077,37756.5452,-419490.9077
CPTY_A,571,301422.6317,-182171.7941,301422.6317,-182171.7941
CPTY_A,572,27379.0234,-548078.6843,27379.0234,-548078.6843
CPTY_A,573,7859.8025,-892861.0788,7859.8025,-892861.0788
CPTY_A,574,1954055.3986,-1202.4896,1954055.3986,-1202.4896
CPTY_A,575,938645.0158,-23703.2266,938645.0158,-23703.2266
CPTY_A,576,3447.3899,-530663.5494,3447.3899,-530663.5494
CPTY_A,577,90543.6110,-331771.1189,90543.6110,-331771.1189
CPTY_A,578,63161.8280,-189357.4356,63161.8280,-189357.4356
CPTY_A,579,289846.3484,-137036.1891,289846.3484,-137036.1891
CPTY_A,580,46178.5697,-788741.9898,46178.5697,-788741.9898
CPTY_A,581,293923.7543,-311914.3229,293923.7543,-311914.3229
CPTY_A,582,1382441.3149,-342.8403,1382441.3149,-342.8403
CPTY_A,583,681359.5424,-273937.9348,681359.5424,-273937.9348
CPTY_A,584,337111.7368,-125387.0138,337111.7368,-125387.0138
CPTY_A,585,135897.5882,-495577.9463,135897.5882,-495577.9463
CPTY_A,586,92523.5511,-608850.7807,92523.5511,-608850.7807
CPTY_A,587,1938810.7985,-21367.0687,1938810.7985,-21367.0687
CPTY_A,588,0.0000,-686773.5999,0.0000,-686773.5999
CPTY_A,589,498.6290,-766502.8115,498.6290,-766502.8115
CPTY_A,590,815552.3782,-24573.1652,815552.3782,-24573.1652
CPTY_A,591,254661.7347,-275096.6553,254661.7347,-275096.6553
CPTY_A,592,80238.0296,-245177.6837,80238.0296,-245177.6837
CPTY_A,593,255389.4523,-225461.5268,255389.4523,-225461.5268
CPTY_A,594,73217.4592,-330549.6769,73217.4592,-330549.6769
CPTY_A,595,545754.6079,-136216.5614,545754.6079,-136216.5614
CPTY_A,596,0.0000,-1267402.1911,0.0000,-1267402.1911
CPTY_A,597,0.0000,-725479.9804,0.0000,-725479.9804
CPTY_A,598,832062.5325,-24514.6210,832062.5325,-24514.6210
CPTY_A,599,767464.4116,-25794.6864,767464.4116,-25794.6864
CPTY_A,600,525268.7496,-169342.6399,525268.7496,-169342.6399
CPTY_A,601,0.0000,-917011.4888,0.0000,-917011.4888
CPTY_A,602,68702.9870,-273904.8795,68702.9870,-273904.8795
CPTY_A,603,538444.6574,-142924.6313,538444.6574,-142924.6313
CPTY_A,604,27284.5981,-654661.4831,27284.5981,-654661.4831
CPTY_A,605,161991.9909,-513279.1853,161991.9909,-513279.1853
CPTY_A,606,1258623.9921,0.0000,1258623.9921,0.0000
CPTY_A,607,252623.8490,-203722.0673,252623.8490,-203722.0673
CPTY_A,608,3662.8138,-651979.4649,3662.8138,-651979.4649
CPTY_A,609,13534.5628,-329358.2205,13534.5628,-329358.2205
CPTY_A,610,398049.8664,-133262.1846,398049.8664,-133262.1846
CPTY_A,611,308636.4355,-85764.7557,308636.4355,-85764.7557
CPTY_A,612,6707.6194,-784659.8915,6707.6194,-784659.8915
CPTY_A,613,26414.6129,-280270.1658,26414.6129,-280270.1658
CPTY_A,614,939043.5005,-248092.1888,939043.5005,-248092.1888
CPTY_A,615,229478.8592,-74117.0273,229478.8592,-74117.0273
CPTY_A,616,270035.0113,-155381.4638,270035.0113,-155381.4638
CPTY_A,617,43821.3180,-646426.1050,43821.3180,-646426.1050
CPTY_A,618,5810.1710,-906053.1317,5810.1710,-906053.1317
CPTY_A,619,1219462.8185,-2739.1161,1219462.8185,-2739.1161
CPTY_A,620,0.0000,-809505.3107,0.0000,-809505.3107
CPTY_A,621,0.0000,-686639.4020,0.0000,-686639.4020
CPTY_A,622,1126860.3853,0.0000,1126860.3853,0.0000
CPTY_A,623,490292.3049,-137506.4394,490292.3049,-137506.4394
CPTY_A,624,671226.7876,-166241.6736,671226.7876,-166241.6736
CPTY_A,625,201489.5999,-167354.8229,201489.5999,-167354.8229
CPTY_A,626,52187.4554,-301231.8516,52187.4554,-301231.8516
CPTY_A,627,262980.4344,-66448.9983,262980.4344,-66448.9983
CPTY_A,628,0.0000,-1423550.1655,0.0000,-1423550.1655
CPTY_A,629,15207.5738,-583574.8178,15207.5738,-583574.8178
CPTY_A,630,1324674.2969,-9321.8077,1324674.2969,-9321.8077
CPTY_A,631,821525.5155,-7707.6266,821525.5155,-7707.6266
CPTY_A,632,890429.8226,-75720.4990,890429.8226,-75720.4990
CPTY_A,633,13447.4206,-542518.8337,13447.4206,-542518.8337
CPTY_A,634,109630.5596,-250250.8717,109630.5596,-250250.8717
CPTY_A,635,988205.8898,-10579.4801,988205.8898,-10579.4801
CPTY_A,636,281693.6228,-396512.2104,281693.6228,-396512.2104
CPTY_A,637,5672.0731,-593708.8395,5672.0731,-593708.8395
CPTY_A,638,1622895.8691,-1006.6561,1622895.8691,-1006.6561
CPTY_A,639,2162664.8304,-3096.7781,2162664.8304,-3096.7781
CPTY_A,640,37296.6847,-685576.2289,37296.6847,-685576.2289
CPTY_A,641,0.0000,-1124508.9021,0.0000,-1124508.9021
CPTY_A,642,522584.4869,-57223.6124,522584.4869,-57223.6124
CPTY_A,643,58406.6940,-246492.6580,58406.6940,-246492.6580
CPTY_A,644,75956.2470,-297932.0522,75956.2470,-297932.0522
CPTY_A,645,161620.9836,-205785.7614,161620.9836,-205785.7614
CPTY_A,646,276005.9834,-241621.6539,276005.9834,-241621.6539
CPTY_A,647,461506.5882,-66836.1587,461506.5882,-66836.1587
CPTY_A,648,34298.2407,-671881.8708,34298.2407,-671881.8708
CPTY_A,649,60611.0588,-782661.0018,60611.0588,-782661.0018
CPTY_A,650,426416.9843,-191129.4130,426416.9843,-191129.4130
CPTY_A,651,54131.0024,-359260.0637,54131.0024,-359260.0637
CPTY_A,652,145.5960,-661960.2475,145.5960,-661960.2475
CPTY_A,653,405535.7943,-106796.0371,405535.7943,-106796.0371
CPTY_A,654,1285762.3442,-11430.6550,1285762.3442,-11430.6550
CPTY_A,655,1571014.2767,-46862.1396,1571014.2767,-46862.1396
CPTY_A,656,78077.0130,-273587.9743,78077.0130,-273587.9743
CPTY_A,657,57314.9988,-837179.3977,57314.9988,-837179.3977
CPTY_A,658,387133.8230,-108179.0936,387133.8230,-108179.0936
CPTY_A,659,106832.8310,-445834.6973,106832.8310,-445834.6973
CPTY_A,660,0.0000,-805779.2295,0.0000,-805779.2295
CPTY_A,661,12632.8879,-516014.3100,12632.8879,-516014.3100
CPTY_A,662,100912.8074,-280916.7998,100912.8074,-280916.7998
CPTY_A,663,989351.4085,-2226.4956,989351.4085,-2226.4956
CPTY_A,664,1729.4818,-656351.3964,1729.4818,-656351.3964
CPTY_A,665,46925.1968,-760393.3579,46925.1968,-760393.3579
CPTY_A,666,1547382.9118,-9858.4597,1547382.9118,-9858.4597
CPTY_A,667,3096.0036,-470877.1441,3096.0036,-470877.1441
CPTY_A,668,335695.4903,-120901.2114,335695.4903,-120901.2114
CPTY_A,669,298347.3173,-117578.4664,298347.3173,-117578.4664
CPTY_A,670,840335.8429,-39251.3902,840335.8429,-39251.3902
CPTY_A,671,2088082.0601,-441.5368,2088082.0601,-441.5368
CPTY_A,672,41907.3394,-457602.9942,41907.3394,-457602.9942
CPTY_A,673,7179.7507,-1017015.8967,7179.7507,-1017015.8967
CPTY_A,674,305997.9639,-90979.4695,305997.9639,-90979.4695
CPTY_A,675,16968.4212,-449515.4213,16968.4212,-449515.4213
CPTY_A,676,55089.9274,-292943.3217,55089.9274,-292943.3217
CPTY_A,677,254179.5178,-278337.6025,254179.5178,-278337.6025
CPTY_A,678,414231.9404,-284971.9168,414231.9404,-284971.9168
CPTY_A,679,225857.1382,-237869.6449,225857.1382,-237869.6449
CPTY_A,680,75496.0774,-729660.0014,75496.0774,-729660.0014
CPTY_A,681,8556.9709,-1033188.5081,8556.9709,-1033188.5081
CPTY_A,682,259230.2297,-53981.6313,259230.2297,-53981.6313
CPTY_A,683,164029.6038,-138606.1641,164029.6038,-138606.1641
CPTY_A,684,0.0000,-543912.7944,0.0000,-543912.7944
CPTY_A,685,327840.8616,-119789.2516,327840.8616,-119789.2516
CPTY_A,686,747932.3467,-35183.4835,747932.3467,-35183.4835
CPTY_A,687,1043894.7506,-14948.7581,1043894.7506,-14948.7581
CPTY_A,688,76666.4030,-273618.1086,76666.4030,-273618.1086
CPTY_A,689,291555.6513,-570339.8518,291555.6513,-570339.8518
CPTY_A,690,561105.8600,-42733.1358,561105.8600,-42733.1358
CPTY_A,691,69544.0455,-410192.6515,69544.0455,-410192.6515
CPTY_A,692,29421.0623,-704446.6548,29421.0623,-704446.6548
CPTY_A,693,0.0000,-805728.6777,0.0000,-805728.6777
CPTY_A,694,37568.4183,-517894.1327,37568.4183,-517894.1327
CPTY_A,695,694135.4058,-90737.8951,694135.4058,-90737.8951
CPTY_A,696,15285.5332,-534514.1467,15285.5332,-534514.1467
CPTY_A,697,0.0000,-1021360.4577,0.0000,-1021360.4577
CPTY_A,698,882678.1415,-34566.8504,882678.1415,-34566.8504
CPTY_A,699,30916.8435,-586015.8915,30916.8435,-586015.8915
CPTY_A,700,26523.5134,-359423.3881,26523.5134,-359423.3881
CPTY_A,701,448062.8431,-54891.2830,448062.8431,-54891.2830
CPTY_A,702,1267064.1777,-35012.3821,1267064.1777,-35012.3821
CPTY_A,703,3129203.6906,0.0000,3129203.6906,0.0000
CPTY_A,704,16033.7946,-469857.5655,16033.7946,-469857.5655
CPTY_A,705,0.0000,-1005180.8292,0.0000,-1005180.8292
CPTY_A,706,597070.7540,-29496.4438,597070.7540,-29496.4438
CPTY_A,707,116499.7384,-187336.0737,116499.7384,-187336.0737
CPTY_A,708,320852.4251,-181995.5756,320852.4251,-181995.5756
CPTY_A,709,729570.8916,-96035.4524,729570.8916,-96035.4524
CPTY_A,710,59556.4185,-371514.3131,59556.4185,-371514.3131
CPTY_A,711,693533.4448,-70978.1020,693533.4448,-70978.1020
CPTY_A,712,61.0248,-886907.9485,61.0248,-886907.9485
CPTY_A,713,29476.3438,-693464.5898,29476.3438,-693464.5898
CPTY_A,714,112083.2189,-181617.2433,112083.2189,-181617.2433
CPTY_A,715,173879.5514,-112293.9514,173879.5514,-112293.9514
CPTY_A,716,78765.2687,-573284.0948,78765.2687,-573284.0948
CPTY_A,717,235215.1383,-220180.1476,235215.1383,-220180.1476
CPTY_A,718,566987.7442,-15048.1162,566987.7442,-15048.1162
CPTY_A,719,1391067.5968,-43837.5383,1391067.5968,-43837.5383
CPTY_A,720,96325.1004,-385532.9004,96325.1004,-385532.9004
CPTY_A,721,0.0000,-809848.5200,0.0000,-809848.5200
CPTY_A,722,244708.4443,-41274.0183,244708.4443,-41274.0183
CPTY_A,723,260848.8716,-201898.8850,260848.8716,-201898.8850
CPTY_A,724,4547.5851,-859402.4489,4547.5851,-859402.4489
CPTY_A,725,78941.1337,-523990.3083,78941.1337,-523990.3083
CPTY_A,726,59374.9892,-248704.2940,59374.9892,-248704.2940
CPTY_A,727,930128.9201,-618.3616,930128.9201,-618.3616
CPTY_A,728,0.0000,-753270.8555,0.0000,-753270.8555
CPTY_A,729,0.0000,-902859.2272,0.0000,-902859.2272
CPTY_A,730,607093.0734,-47413.1706,607093.0734,-47413.1706
CPTY_A,731,55914.0815,-1063386.5127,55914.0815,-1063386.5127
CPTY_A,732,25177.0863,-493841.0283,25177.0863,-493841.0283
CPTY_A,733,407176.0895,-45709.5558,407176.0895,-45709.5558
CPTY_A,734,523513.4592,-23693.4207,523513.4592,-23693.4207
CPTY_A,735,2332857.6542,0.0000,2332857.6542,0.0000
CPTY_A,736,737.6897,-685679.4807,737.6897,-685679.4807
CPTY_A,737,84245.1660,-589195.0886,84245.1660,-589195.0886
CPTY_A,738,598673.8720,-33370.3896,598673.8720,-33370.3896
CPTY_A,739,27490.7263,-259598.4873,27490.7263,-259598.4873
CPTY_A,740,296942.3622,-309433.6803,296942.3622,-309433.6803
CPTY_A,741,107922.6988,-176791.8250,107922.6988,-176791.8250
CPTY_A,742,150327.0414,-323447.1167,150327.0414,-323447.1167
CPTY_A,743,511315.7343,-174602.4322,511315.7343,-174602.4322
CPTY_A,744,0.0000,-805248.4694,0.0000,-805248.4694
CPTY_A,745,0.0000,-951251.3974,0.0000,-951251.3974
CPTY_A,746,161639.8657,-234681.4715,161639.8657,-234681.4715
CPTY_A,747,347524.6398,-208911.7969,347524.6398,-208911.7969
CPTY_A,748,22.1943,-621477.2606,22.1943,-621477.2606
CPTY_A,749,396473.3563,-79274.0992,396473.3563,-79274.0992
CPTY_A,750,1156191.0304,-238.5049,1156191.0304,-238.5049
CPTY_A,751,3728408.5298,0.0000,3728408.5298,0.0000
CPTY_A,752,234417.3179,-206356.1183,234417.3179,-206356.1183
CPTY_A,753,16447.0577,-710412.9871,16447.0577,-710412.9871
CPTY_A,754,479289.9110,-216458.8884,479289.9110,-216458.8884
CPTY_A,755,189276.5664,-279476.1996,189276.5664,-279476.1996
CPTY_A,756,6235.0557,-667967.0886,6235.0557,-667967.0886
CPTY_A,757,45438.5051,-422011.5021,45438.5051,-422011.5021
CPTY_A,758,278014.8865,-217218.7474,278014.8865,-217218.7474
CPTY_A,759,887623.9887,-5415.9641,887623.9887,-5415.9641
CPTY_A,760,0.0000,-734255.6530,0.0000,-734255.6530
CPTY_A,761,0.0000,-916738.1826,0.0000,-916738.1826
CPTY_A,762,1003329.1485,-54962.9329,1003329.1485,-54962.9329
CPTY_A,763,345823.4606,-364645.2334,345823.4606,-364645.2334
CPTY_A,764,284931.4505,-337365.0105,284931.4505,-337365.0105
CPTY_A,765,435672.3933,-65290.3932,435672.3933,-65290.3932
CPTY_A,766,1347640.0054,-74365.1617,1347640.0054,-74365.1617
CPTY_A,767,2144124.7839,-2187.6363,2144124.7839,-2187.6363
CPTY_A,768,905841.4733,-63793.0834,905841.4733,-63793.0834
CPTY_A,769,55550.9814,-559166.6082,55550.9814,-559166.6082
CPTY_A,770,214969.3550,-156671.4336,214969.3550,-156671.4336
CPTY_A,771,297889.9827,-123077.2587,297889.9827,-123077.2587
CPTY_A,772,54863.9933,-675587.5682,54863.9933,-675587.5682
CPTY_A,773,91165.2472,-420252.2391,91165.2472,-420252.2391
CPTY_A,774,716330.7447,-141390.4644,716330.7447,-141390.4644
CPTY_A,775,108972.6579,-204537.7791,108972.6579,-204537.7791
CPTY_A,776,181981.0917,-402759.0689,181981.0917,-402759.0689
CPTY_A,777,428927.4613,-216737.2777,428927.4613,-216737.2777
CPTY_A,778,81465.3376,-140210.4914,81465.3376,-140210.4914
CPTY_A,779,299607.0233,-79095.8161,299607.0233,-79095.8161
CPTY_A,780,43369.0205,-854347.7834,43369.0205,-854347.7834
CPTY_A,781,11809.9531,-658009.4237,11809.9531,-658009.4237
CPTY_A,782,1485604.5168,-8174.9621,1485604.5168,-8174.9621
CPTY_A,783,567382.3579,-441979.3470,567382.3579,-441979.3470
CPTY_A,784,153945.1391,-159259.6656,153945.1391,-159259.6656
CPTY_A,785,81842.0736,-528433.6340,81842.0736,-528433.6340
CPTY_A,786,12828.0240,-619627.3593,12828.0240,-619627.3593
CPTY_A,787,1396686.0617,-36382.6144,1396686.0617,-36382.6144
CPTY_A,788,0.0000,-988911.2980,0.0000,-988911.2980
CPTY_A,789,63093.4267,-694387.9945,63093.4267,-694387.9945
CPTY_A,790,589551.7102,-43383.7322,589551.7102,-43383.7322
CPTY_A,791,525032.2108,-186280.4251,525032.2108,-186280.4251
CPTY_A,792,21666.4955,-363571.9801,21666.4955,-363571.9801
CPTY_A,793,6857.7844,-525360.1180,6857.7844,-525360.1180
CPTY_A,794,28840.1450,-395515.1556,28840.1450,-395515.1556
CPTY_A,795,425308.9965,-241011.7057,425308.9965,-241011.7057
CPTY_A,796,89978.7216,-767138.5412,89978.7216,-767138.5412
CPTY_A,797,99866.5643,-209242.8406,99866.5643,-209242.8406
CPTY_A,798,1285069.9602,-10007.6673,1285069.9602,-10007.6673
CPTY_A,799,1117330.4654,0.0000,1117330.4654,0.0000
CPTY_A,800,563652.6316,-200200.4303,563652.6316,-200200.4303
CPTY_A,801,220168.8806,-340258.2399,220168.8806,-340258.2399
CPTY_A,802,482176.8828,-280608.1647,482176.8828,-280608.1647
CPTY_A,803,379925.8600,-54530.6903,379925.8600,-54530.6903
CPTY_A,804,172449.3529,-646655.2499,172449.3529,-646655.2499
CPTY_A,805,274.0146,-858557.1169,274.0146,-858557.1169
CPTY_A,806,219251.9780,-136404.4603,219251.9780,-136404.4603
CPTY_A,807,208484.6042,-400197.6727,208484.6042,-400197.6727
CPTY_A,808,220096.7077,-284504.1630,220096.7077,-284504.1630
CPTY_A,809,0.0000,-830242.5145,0.0000,-830242.5145
CPTY_A,810,24745.9528,-463365.8619,24745.9528,-463365.8619
CPTY_A,811,175331.8628,-47206.3384,175331.8628,-47206.3384
CPTY_A,812,2740.8245,-1200606.5742,2740.8245,-1200606.5742
CPTY_A,813,67468.2665,-528638.2417,67468.2665,-528638.2417
CPTY_A,814,1201767.8563,-23206.0186,1201767.8563,-23206.0186
CPTY_A,815,856675.8143,-8577.7742,856675.8143,-8577.7742
CPTY_A,816,466455.2699,-199608.8896,466455.2699,-199608.8896
CPTY_A,817,79251.6939,-343291.5334,79251.6939,-343291.5334
CPTY_A,818,2105.0365,-645367.4822,2105.0365,-645367.4822
CPTY_A,819,796846.4431,-64771.0683,796846.4431,-64771.0683
CPTY_A,820,10999.2431,-1007942.6096,10999.2431,-1007942.6096
CPTY_A,821,35813.9651,-497271.1860,35813.9651,-497271.1860
CPTY_A,822,996199.3186,-1715.4593,996199.3186,-1715.4593
CPTY_A,823,119006.2612,-337900.3232,119006.2612,-337900.3232
CPTY_A,824,881.7325,-644138.1252,881.7325,-644138.1252
CPTY_A,825,2548.6210,-510143.4593,2548.6210,-510143.4593
CPTY_A,826,145402.5093,-368584.1841,145402.5093,-368584.1841
CPTY_A,827,422280.9657,-35366.2222,422280.9657,-35366.2222
CPTY_A,828,2392.7016,-720514.5350,2392.7016,-720514.5350
CPTY_A,829,104262.0581,-223462.7318,104262.0581,-223462.7318
CPTY_A,830,2036607.2015,-28560.8926,2036607.2015,-28560.8926
CPTY_A,831,813979.7505,-17180.9850,813979.7505,-17180.9850
CPTY_A,832,413674.3464,-134988.9237,413674.3464,-134988.9237
CPTY_A,833,0.0000,-633617.5954,0.0000,-633617.5954
CPTY_A,834,286396.7876,-244749.7767,286396.7876,-244749.7767
CPTY_A,835,274570.0088,-59371.4090,274570.0088,-59371.4090
CPTY_A,836,44893.3444,-632223.6461,44893.3444,-632223.6461
CPTY_A,837,11118.6740,-798691.1527,11118.6740,-798691.1527
CPTY_A,838,696471.5410,-93141.8988,696471.5410,-93141.8988
CPTY_A,839,189379.0391,-197940.0591,189379.0391,-197940.0591
CPTY_A,840,364339.0710,-141901.9431,364339.0710,-141901.9431
CPTY_A,841,149641.6776,-447062.0155,149641.6776,-447062.0155
CPTY_A,842,8956.1959,-476846.1922,8956.1959,-476846.1922
CPTY_A,843,182102.7269,-116346.1757,182102.7269,-116346.1757
CPTY_A,844,0.0000,-1190306.1535,0.0000,-1190306.1535
CPTY_A,845,576.3357,-729000.9242,576.3357,-729000.9242
CPTY_A,846,1913361.1711,0.0000,1913361.1711,0.0000
CPTY_A,847,236797.1186,-132412.7940,236797.1186,-132412.7940
CPTY_A,848,364331.8508,-126962.3419,364331.8508,-126962.3419
CPTY_A,849,31460.7552,-560086.6948,31460.7552,-560086.6948
CPTY_A,850,12893.3197,-608524.2045,12893.3197,-608524.2045
CPTY_A,851,829215.7627,-62775.5142,829215.7627,-62775.5142
CPTY_A,852,92.7629,-1225294.8946,92.7629,-1225294.8946
CPTY_A,853,0.0000,-743129.5735,0.0000,-743129.5735
CPTY_A,854,1274806.9302,-551.8517,1274806.9302,-551.8517
CPTY_A,855,137650.8221,-203006.5717,137650.8221,-203006.5717
CPTY_A,856,10373.9838,-510725.3772,10373.9838,-510725.3772
CPTY_A,857,76569.5993,-432666.5647,76569.5993,-432666.5647
CPTY_A,858,283157.3494,-210351.3997,283157.3494,-210351.3997
CPTY_A,859,360939.3973,-101689.8454,360939.3973,-101689.8454
CPTY_A,860,213844.8406,-573296.2085,213844.8406,-573296.2085
CPTY_A,861,68385.4135,-330746.0653,68385.4135,-330746.0653
CPTY_A,862,2463483.8391,0.0000,2463483.8391,0.0000
CPTY_A,863,991539.3676,-17447.3073,991539.3676,-17447.3073
CPTY_A,864,485560.8799,-35167.0423,485560.8799,-35167.0423
CPTY_A,865,10431.0546,-620399.5313,10431.0546,-620399.5313
CPTY_A,866,110995.9699,-222857.2100,110995.9699,-222857.2100
CPTY_A,867,110002.0366,-411678.1500,110002.0366,-411678.1500
CPTY_A,868,0.0000,-756211.5737,0.0000,-756211.5737
CPTY_A,869,14859.0233,-668078.3739,14859.0233,-668078.3739
CPTY_A,870,776099.8964,-640.8370,776099.8964,-640.8370
CPTY_A,871,24165.9767,-499686.2268,24165.9767,-499686.2268
CPTY_A,872,306482.2967,-171942.1096,306482.2967,-171942.1096
CPTY_A,873,330171.8015,-252837.8561,330171.8015,-252837.8561
CPTY_A,874,209482.9349,-130416.1844,209482.9349,-130416.1844
CPTY_A,875,803186.0580,-79667.2587,803186.0580,-79667.2587
CPTY_A,876,16.2333,-939674.4414,16.2333,-939674.4414
CPTY_A,877,8072.0778,-665772.1448,8072.0778,-665772.1448
CPTY_A,878,1738589.1375,0.0000,1738589.1375,0.0000
CPTY_A,879,486581.0488,-108602.8119,486581.0488,-108602.8119
CPTY_A,880,132838.2791,-90766.4688,132838.2791,-90766.4688
CPTY_A,881,413252.4217,-384976.9091,413252.4217,-384976.9091
CPTY_A,882,39935.3408,-704658.6541,39935.3408,-704658.6541
CPTY_A,883,935326.0130,-34927.7108,935326.0130,-34927.7108
CPTY_A,884,0.0000,-841753.4328,0.0000,-841753.4328
CPTY_A,885,0.0000,-1083651.9592,0.0000,-1083651.9592
CPTY_A,886,639115.8666,-791.9190,639115.8666,-791.9190
CPTY_A,887,293141.7058,-225618.2790,293141.7058,-225618.2790
CPTY_A,888,57938.4548,-247463.3766,57938.4548,-247463.3766
CPTY_A,889,667.4623,-630418.9733,667.4623,-630418.9733
CPTY_A,890,156653.8292,-204023.2680,156653.8292,-204023.2680
CPTY_A,891,415205.1641,-23523.4524,415205.1641,-23523.4524
CPTY_A,892,0.0000,-657606.3709,0.0000,-657606.3709
CPTY_A,893,675541.9992,-262412.0482,675541.9992,-262412.0482
CPTY_A,894,3016113.7898,-431.6960,3016113.7898,-431.6960
CPTY_A,895,2699111.2015,-1.6205,2699111.2015,-1.6205
CPTY_A,896,2552.0795,-675685.5580,2552.0795,-675685.5580
CPTY_A,897,59120.7882,-629935.3972,59120.7882,-629935.3972
CPTY_A,898,1079665.6740,-26484.6001,1079665.6740,-26484.6001
CPTY_A,899,10261.3971,-686152.3252,10261.3971,-686152.3252
CPTY_A,900,53676.3931,-564342.7945,53676.3931,-564342.7945
CPTY_A,901,125123.7786,-168392.3728,125123.7786,-168392.3728
CPTY_A,902,390462.9065,-30594.3583,390462.9065,-30594.3583
CPTY_A,903,1316268.0812,-19551.1583,1316268.0812,-19551.1583
CPTY_A,904,179576.3812,-368989.7335,179576.3812,-368989.7335
CPTY_A,905,27007.8344,-710212.9675,27007.8344,-710212.9675
CPTY_A,906,388872.2733,-129116.2338,388872.2733,-129116.2338
CPTY_A,907,284040.5565,-97359.3904,284040.5565,-97359.3904
CPTY_A,908,215046.2625,-326353.7961,215046.2625,-326353.7961
CPTY_A,909,169673.8343,-362807.0205,169673.8343,-362807.0205
CPTY_A,910,319001.3126,-130204.8448,319001.3126,-130204.8448
CPTY_A,911,827717.1174,-71202.1377,827717.1174,-71202.1377
CPTY_A,912,24437.3862,-888815.0066,24437.3862,-888815.0066
CPTY_A,913,45492.9472,-537611.8008,45492.9472,-537611.8008
CPTY_A,914,197132.9338,-242685.3205,197132.9338,-242685.3205
CPTY_A,915,29544.8445,-598066.3614,29544.8445,-598066.3614
CPTY_A,916,0.0000,-923706.1973,0.0000,-923706.1973
CPTY_A,917,167200.1066,-187619.7268,167200.1066,-187619.7268
CPTY_A,918,228875.7664,-139281.7998,228875.7664,-139281.7998
CPTY_A,919,1939064.2309,-8939.2324,1939064.2309,-8939.2324
CPTY_A,920,80504.3769,-497424.0323,80504.3769,-497424.0323
CPTY_A,921,6803.0663,-1115370.9110,6803.0663,-1115370.9110
CPTY_A,922,122464.0366,-208740.4550,122464.0366,-208740.4550
CPTY_A,923,490908.2186,-150148.7439,490908.2186,-150148.7439
CPTY_A,924,223679.6952,-161865.2491,223679.6952,-161865.2491
CPTY_A,925,404496.1055,-114705.7267,404496.1055,-114705.7267
CPTY_A,926,556752.6312,-37516.3065,556752.6312,-37516.3065
CPTY_A,927,1563802.3402,-52282.5102,1563802.3402,-52282.5102
CPTY_A,928,7815.7537,-721282.8700,7815.7537,-721282.8700
CPTY_A,929,37393.5787,-701897.3929,37393.5787,-701897.3929
CPTY_A,930,1314402.2584,-11523.3011,1314402.2584,-11523.3011
CPTY_A,931,41975.7927,-863530.8620,41975.7927,-863530.8620
CPTY_A,932,6754.9497,-607481.8190,6754.9497,-607481.8190
CPTY_A,933,77594.3923,-219502.6801,77594.3923,-219502.6801
CPTY_A,934,74574.8390,-338536.0127,74574.8390,-338536.0127
CPTY_A,935,1005529.5891,-32716.7100,1005529.5891,-32716.7100
CPTY_A,936,42086.2553,-432511.1483,42086.2553,-432511.1483
CPTY_A,937,18876.1995,-1012561.1452,18876.1995,-1012561.1452
CPTY_A,938,37813.4476,-639851.6845,37813.4476,-639851.6845
CPTY_A,939,75834.0335,-235682.3546,75834.0335,-235682.3546
CPTY_A,940,3402.8152,-427646.2740,3402.8152,-427646.2740
CPTY_A,941,23690.9935,-442425.3320,23690.9935,-442425.3320
CPTY_A,942,192813.8776,-182627.0887,192813.8776,-182627.0887
CPTY_A,943,672919.6673,-16123.1103,672919.6673,-16123.1103
CPTY_A,944,341761.3358,-568849.9256,341761.3358,-568849.9256
CPTY_A,945,10503.9908,-526017.9548,10503.9908,-526017.9548
CPTY_A,946,295258.0976,-110099.2432,295258.0976,-110099.2432
CPTY_A,947,29590.8655,-359206.2890,29590.8655,-359206.2890
CPTY_A,948,4556.0981,-1008899.6566,4556.0981,-1008899.6566
CPTY_A,949,446838.2859,-50748.5029,446838.2859,-50748.5029
CPTY_A,950,372719.0380,-53821.2595,372719.0380,-53821.2595
CPTY_A,951,1392050.7924,-958.1960,1392050.7924,-958.1960
CPTY_A,952,2261.8745,-801560.8677,2261.8745,-801560.8677
CPTY_A,953,35749.8943,-964217.2177,35749.8943,-964217.2177
CPTY_A,954,112065.8842,-232068.4559,112065.8842,-232068.4559
