#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,6782.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6782.13,0.00,None,144508.86,150395.50
FxOption,CPTY_A,6782.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,144508.86,150395.50
