#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
172,-21853146.281250,4914204.504222,0.000000,4269377.940273,4292223.530471,-2950408.344772,4043089.805071
173,-21826369.505859,4918497.245928,0.000000,4269377.940273,4292223.530471,-3283257.510730,4043089.805071
174,-21800010.015625,4922728.580918,0.000000,4269377.940273,4292223.530471,534075.714897,4043089.805071
175,-21795452.527344,4923460.719212,0.000000,4269377.940273,4292223.530471,2453977.473115,4043089.805071
176,-21786532.237305,4924894.190161,0.000000,4269377.940273,4292223.530471,-1774404.728966,4043089.805071
177,-21723090.734375,4935106.994018,0.000000,4269377.940273,4292223.530471,2306546.264266,4043089.805071
178,-21705823.146484,4937892.144202,0.000000,4269377.940273,4292223.530471,-165551.243761,4043089.805071
179,-21615034.232422,4952573.723255,0.000000,4269377.940273,4292223.530471,-1075520.924123,4043089.805071
180,-21484614.820313,4973774.628007,0.000000,4269377.940273,4292223.530471,3111567.134014,4043089.805071
181,-21167658.472656,5025833.144362,0.000000,4269377.940273,4292223.530471,2006627.265979,4043089.805071
182,-21005889.078125,5052688.982905,0.000000,4269377.940273,4292223.530471,-2616975.516290,4043089.805071
183,-20989204.558594,5055469.649625,0.000000,4269377.940273,4292223.530471,1417610.138058,4043089.805071
184,-20782134.710938,5090146.432940,0.000000,4269377.940273,4292223.530471,476882.332209,4043089.805071
185,-20713753.136719,5101664.821492,0.000000,4269377.940273,4292223.530471,-113843.591681,4043089.805071
186,-20687906.633179,5106027.048114,0.000000,4269377.940273,4292223.530471,1048564.494162,4043089.805071
187,-20558584.695313,5127923.343328,0.000000,4269377.940273,4292223.530471,2192386.026322,4043089.805071
188,-20261562.355469,5178649.661369,0.000000,4269377.940273,4292223.530471,-284664.142769,4043089.805071
189,-19949890.642578,5232514.722563,0.000000,4269377.940273,4292223.530471,-311295.042807,4043089.805071
190,-19751662.785156,5267104.050872,0.000000,4269377.940273,4292223.530471,-4409255.771651,4043089.805071
191,-19300552.272461,5346746.866939,0.000000,4269377.940273,4292223.530471,-1300248.591413,4043089.805071
192,-19250726.817261,5355620.662675,0.000000,4269377.940273,4292223.530471,2427840.545912,4043089.805071
193,-19158423.455078,5372099.451815,0.000000,4269377.940273,4292223.530471,2842170.576170,4043089.805071
194,-19130552.787109,5377085.261230,0.000000,4269377.940273,4292223.530471,-2066334.821685,4043089.805071
195,-18988725.185547,5402528.867014,0.000000,4269377.940273,4292223.530471,2873535.112063,4043089.805071
196,-18511286.864258,5489045.338610,0.000000,4269377.940273,4292223.530471,-2583562.937242,4043089.805071
197,-18363256.199219,5516133.968497,0.000000,4269377.940273,4292223.530471,1766769.708785,4043089.805071
198,-18217194.399902,5542981.692507,0.000000,4269377.940273,4292223.530471,-29263.000231,4043089.805071
199,-16923160.605469,5785754.579497,0.000000,4269377.940273,4292223.530471,3892134.307960,4043089.805071
