#TradeId,TradeType,NumberOfPricings,CumulativeTiming,AverageTiming
BASIS_USD_FEDFUNDS_LIB3M_0001,Swap,1,0,0
BASIS_USD_LIB3M_LIB6M_0001,Swap,1,0,0
BASIS_USD_LIB3M_SIFMA_0001,Swap,1,0,0
BASIS_USD_SOFR3M_LIB3M_0001,Swap,1,10000,10000
BASIS_USD_SOFR3M_SIFMA_0001,Swap,1,0,0
CAP_USD_SOFR3M_0001,CapFloor,1,10000,10000
CMSSPREAD_USD_0001,Swap,0,0,0
CMS_SWAP_USD_0001,Swap,0,0,0
FLOOR_USD_SOFR3M_0001,CapFloor,1,0,0
IRS_USD_0001,Swap,1,0,0
SWAPTION_USD_0001,Swaption,1,0,0
