#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
PORTFOLIO,FxForward,2021-02-09,5.011221,227467.592337,USD,227467.592337,USD,1000000.00,USD,1000000.00,NS,CP
