#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,100000,1,100000,100000,100000.00
PRICING|buildMarket(),10000,1,10000,10000,10000.00
PRICING|buildPortfolio(),90000,1,90000,90000,90000.00
XVA|Run XVAAnalytic,3450000,1,3450000,3450000,3450000.00
XVA|buildMarket(),10000,1,10000,10000,10000.00
