#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
145,57377.082031,6753.857882,0.000000,6335.175938,6340.801795,-3688.715437,6390.479803
146,57431.121094,6754.424821,0.000000,6335.175938,6340.801795,-2929.080771,6390.479803
147,57442.117188,6754.538191,0.000000,6335.175938,6340.801795,456.206963,6390.479803
148,57534.003906,6755.459204,0.000000,6335.175938,6340.801795,-1468.214734,6390.479803
149,57597.003906,6756.063491,0.000000,6335.175938,6340.801795,-2963.243134,6390.479803
150,57686.761719,6756.886252,0.000000,6335.175938,6340.801795,-1704.309580,6390.479803
151,57878.511719,6758.493664,0.000000,6335.175938,6340.801795,662.116246,6390.479803
152,57947.191406,6759.019630,0.000000,6335.175938,6340.801795,-2050.782196,6390.479803
153,58522.566406,6762.395832,0.000000,6335.175938,6340.801795,-123.565342,6390.479803
154,58719.839844,6763.129976,0.000000,6335.175938,6340.801795,-849.434745,6390.479803
155,58800.183594,6763.367045,0.000000,6335.175938,6340.801795,-523.255560,6390.479803
156,58872.230469,6763.549154,0.000000,6335.175938,6340.801795,2517.315946,6390.479803
157,58935.828125,6763.685961,0.000000,6335.175938,6340.801795,-387.913591,6390.479803
158,58992.859375,6763.789548,0.000000,6335.175938,6340.801795,2059.790097,6390.479803
159,59054.816406,6763.881621,0.000000,6335.175938,6340.801795,4662.085865,6390.479803
160,59369.339844,6764.020410,0.000000,6335.175938,6340.801795,6424.947925,6390.479803
161,59455.445313,6763.962673,0.000000,6335.175938,6340.801795,2807.426458,6390.479803
162,59712.792969,6763.544812,0.000000,6335.175938,6340.801795,1566.070247,6390.479803
163,59794.085938,6763.336406,0.000000,6335.175938,6340.801795,-53.469084,6390.479803
164,59840.656250,6763.200486,0.000000,6335.175938,6340.801795,7397.959803,6390.479803
165,59933.972656,6762.891894,0.000000,6335.175938,6340.801795,1292.017545,6390.479803
166,59940.476563,6762.868584,0.000000,6335.175938,6340.801795,2616.162707,6390.479803
167,60314.558594,6761.132455,0.000000,6335.175938,6340.801795,3021.228127,6390.479803
168,60546.574219,6759.664949,0.000000,6335.175938,6340.801795,-1128.930343,6390.479803
169,60918.921875,6756.684028,0.000000,6335.175938,6340.801795,-6181.686635,6390.479803
170,60949.085938,6756.408753,0.000000,6335.175938,6340.801795,-2358.641429,6390.479803
171,61126.234375,6754.689826,0.000000,6335.175938,6340.801795,1910.606940,6390.479803
172,61664.308594,6748.395663,0.000000,6335.175938,6340.801795,-1211.737369,6390.479803
173,61824.058594,6746.215673,0.000000,6335.175938,6340.801795,1418.882944,6390.479803
174,61855.277344,6745.772982,0.000000,6335.175938,6340.801795,2551.836024,6390.479803
