#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-05-06,14,6340.801795,6335.175938,0.000000,6390.479803,CPTY_A,0.248634
1,2016-08-05,14,5680.508414,5684.256876,0.000000,5708.688622,CPTY_A,0.497268
2,2016-11-07,14,6310.138908,6313.695625,0.000000,5699.827452,CPTY_A,0.754098
3,2017-02-06,15,6172.960993,6200.333070,0.000000,6431.960143,CPTY_A,1.003002
4,2017-05-05,14,6340.593120,6368.396126,0.000000,6445.366933,CPTY_A,1.244098
5,2017-08-07,14,6049.731062,6068.856816,0.000000,7948.028900,CPTY_A,1.501632
6,2017-11-06,14,6011.307958,6041.813958,0.000000,6688.324104,CPTY_A,1.750947
7,2018-02-05,15,6088.337687,6118.479381,0.000000,7058.651984,CPTY_A,2.000262
8,2018-05-08,14,6415.337230,6414.385857,0.000000,7951.089407,CPTY_A,2.252317
9,2018-08-06,14,6522.805395,6534.222226,0.000000,6725.761890,CPTY_A,2.498892
10,2018-11-05,14,6886.187946,6861.671741,0.000000,6113.433398,CPTY_A,2.748207
11,2019-02-05,14,6951.665831,6963.641968,0.000000,7873.368278,CPTY_A,3.000262
12,2019-05-07,14,6638.059655,6533.202896,0.000000,7347.552063,CPTY_A,3.249577
13,2019-08-05,14,6388.491573,6448.060304,0.000000,7443.855266,CPTY_A,3.496152
14,2019-11-05,14,6729.733752,6619.735529,0.000000,7336.232102,CPTY_A,3.748207
15,2020-02-05,14,6446.714577,6396.358564,0.000000,6519.943894,CPTY_A,4.000000
16,2020-05-05,14,6794.042969,6719.580476,0.000000,6966.184476,CPTY_A,4.245902
17,2020-08-05,14,6431.622721,6421.291723,0.000000,7388.112475,CPTY_A,4.497268
18,2020-11-05,14,6783.109273,6732.430749,0.000000,8010.232945,CPTY_A,4.748634
19,2021-02-05,14,7070.300007,6789.514473,0.000000,8753.163499,CPTY_A,5.000262
20,2021-05-05,14,7130.941215,7011.699196,0.000000,7480.344475,CPTY_A,5.244098
21,2021-08-05,14,6811.001760,6734.354784,0.000000,6631.111478,CPTY_A,5.496152
22,2021-11-05,14,7710.210692,7276.249694,0.000000,9997.289393,CPTY_A,5.748207
23,2022-02-07,15,7997.552184,7540.928658,0.000000,8612.618280,CPTY_A,6.005741
24,2022-05-05,14,6903.562839,6751.206728,0.000000,8228.046479,CPTY_A,6.244098
25,2022-08-05,14,6936.474652,6662.238185,0.000000,8100.942831,CPTY_A,6.496152
26,2022-11-07,14,7731.306602,7440.940703,0.000000,7607.647743,CPTY_A,6.753687
27,2023-02-06,15,7209.079574,6727.493355,0.000000,8952.723280,CPTY_A,7.003002
28,2023-05-05,14,7668.199206,7160.800095,0.000000,8187.869404,CPTY_A,7.244098
29,2023-08-07,14,8056.290138,7410.251811,0.000000,8652.134496,CPTY_A,7.501632
30,2023-11-06,14,8557.527690,7955.397472,0.000000,12042.860011,CPTY_A,7.750947
31,2024-02-05,15,8413.631197,7681.498959,0.000000,9483.045643,CPTY_A,8.000000
32,2024-05-07,14,8192.777862,7471.711532,0.000000,10669.756417,CPTY_A,8.251366
33,2024-08-05,14,8587.945186,7913.096488,0.000000,8878.405845,CPTY_A,8.497268
34,2024-11-05,14,7564.120262,6992.827331,0.000000,8825.055292,CPTY_A,8.748634
35,2025-02-05,14,7620.579185,6796.680388,0.000000,8812.265958,CPTY_A,9.000262
36,2025-05-06,14,8500.000695,7466.994671,0.000000,10193.815375,CPTY_A,9.246837
37,2025-08-05,14,7948.949152,7054.279882,0.000000,8231.448180,CPTY_A,9.496152
38,2025-11-05,14,8330.558183,7496.797697,0.000000,11028.304218,CPTY_A,9.748207
39,2026-02-05,14,7558.967144,6810.474139,0.000000,9885.231998,CPTY_A,10.000262
40,2026-05-05,14,8589.432323,7460.378314,0.000000,14105.101428,CPTY_A,10.244098
41,2026-08-05,14,7825.838350,7394.337001,0.000000,9641.911749,CPTY_A,10.496152
42,2026-11-05,14,7844.025949,7029.407117,0.000000,10538.632194,CPTY_A,10.748207
43,2027-02-05,14,7474.601976,7166.832826,0.000000,7433.203095,CPTY_A,11.000262
44,2027-05-05,14,7476.896561,6988.310656,0.000000,8128.001367,CPTY_A,11.244098
45,2027-08-05,14,7507.973764,7475.615419,0.000000,9144.392885,CPTY_A,11.496152
46,2027-11-05,14,7697.303118,7460.405837,0.000000,8800.049642,CPTY_A,11.748207
47,2028-02-07,15,7434.634031,7018.483150,0.000000,11112.575117,CPTY_A,12.005464
48,2028-05-05,14,7258.896144,6920.066266,0.000000,9290.759552,CPTY_A,12.245902
49,2028-08-07,14,7455.071944,7207.782251,0.000000,9683.072374,CPTY_A,12.502732
50,2028-11-06,14,6362.227296,6073.523922,0.000000,6923.461655,CPTY_A,12.751366
51,2029-02-05,15,6516.649517,6336.774272,0.000000,7817.228784,CPTY_A,13.000262
52,2029-05-08,14,6442.851833,6406.421306,0.000000,7636.954624,CPTY_A,13.252317
53,2029-08-06,14,6010.417448,5961.292897,0.000000,7430.393563,CPTY_A,13.498892
54,2029-11-05,14,5868.465345,5883.203168,0.000000,8217.486243,CPTY_A,13.748207
55,2030-02-05,14,5819.752550,5719.480061,0.000000,7648.079218,CPTY_A,14.000262
56,2030-05-07,14,5465.461788,5381.123664,0.000000,6997.945882,CPTY_A,14.249577
57,2030-08-05,14,5406.156226,5286.518574,0.000000,7397.557979,CPTY_A,14.496152
58,2030-11-05,14,5553.545359,5544.430316,0.000000,6252.151488,CPTY_A,14.748207
59,2031-02-05,14,5246.349222,5139.573139,0.000000,6024.432622,CPTY_A,15.000262
60,2031-05-06,14,4646.998033,4567.646133,0.000000,4698.101731,CPTY_A,15.246837
61,2031-08-05,14,4755.023041,4754.440843,0.000000,6612.068946,CPTY_A,15.496152
62,2031-11-05,14,3822.324940,3817.047942,0.000000,4046.899189,CPTY_A,15.748207
63,2032-02-05,14,3954.930880,3900.452249,0.000000,5119.938538,CPTY_A,16.000000
64,2032-05-05,14,3767.691640,3717.223743,0.000000,4463.755069,CPTY_A,16.245902
65,2032-08-05,14,3725.076562,3671.456843,0.000000,4044.379756,CPTY_A,16.497268
66,2032-11-05,14,2849.968899,2834.001225,0.000000,3210.518830,CPTY_A,16.748634
67,2033-02-07,15,3009.443100,2989.744952,0.000000,3556.323355,CPTY_A,17.005741
68,2033-05-05,14,2673.406349,2676.029750,0.000000,3256.559325,CPTY_A,17.244098
69,2033-08-05,14,2872.511447,2863.528000,0.000000,3498.335418,CPTY_A,17.496152
70,2033-11-07,14,2457.914315,2419.953137,0.000000,2812.848373,CPTY_A,17.753687
71,2034-02-06,15,2240.278010,2200.730763,0.000000,3020.793704,CPTY_A,18.003002
72,2034-05-05,14,1731.769601,1725.454046,0.000000,1875.430576,CPTY_A,18.244098
73,2034-08-07,14,1707.242291,1690.810069,0.000000,1968.171295,CPTY_A,18.501632
74,2034-11-06,14,1048.860674,1080.934167,0.000000,1556.016517,CPTY_A,18.750947
75,2035-02-05,15,1205.468374,1195.990128,0.000000,1755.418047,CPTY_A,19.000262
76,2035-05-08,14,579.952742,577.421371,0.000000,673.947551,CPTY_A,19.252317
77,2035-08-06,14,602.549941,597.578599,0.000000,553.060343,CPTY_A,19.498892
78,2035-11-05,14,2.933193,2.647910,0.000000,3.411276,CPTY_A,19.748207
79,2036-02-05,14,0.709038,0.635173,0.000000,0.975865,CPTY_A,20.000000
80,2036-05-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.248634
81,2036-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.497268
82,2036-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.748634
83,2037-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.000262
84,2037-05-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.244098
85,2037-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.496152
86,2037-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.748207
87,2038-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,22.000262
