#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
IRS_USD_0001,Swap,2035-02-12,10.005479,-292684.146990,USD,-292684.146990,USD,10000000.00,USD,10000000.00,CPTY_A,CPTY_A
