#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,169455.22,1987900.56,947506.18,-24919.65,1020353.61,-28416.74,1067467.51,-30753.29,0.00,-38789.90,0.00,0.00,0.00,0.00,0.00,169455.22,1987900.56,None,36818.71,47182.89
BermSwp,CPTY_A,4385.09,78.84,33.42,-649.60,43.93,-735.36,51.70,-793.90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,52397.30,52397.30
CC_SWAP_EUR_USD,CPTY_A,139189.46,1986766.16,948164.96,-20769.31,1018787.81,-23341.34,1064232.22,-25026.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,34181.77,40641.52
FXSwap_Far,CPTY_A,4970.48,11522.04,5423.16,-753.06,5970.16,-833.52,6327.05,-886.10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,26887.08,26887.08
FXSwap_Near,CPTY_A,145.96,71.32,35.32,-24.42,35.42,-24.48,35.47,-24.51,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,49295.55,49295.55
FX_CALL_OPTION,CPTY_A,12405.77,0.00,0.00,-1920.60,0.00,-2080.38,0.00,-2183.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,219241.74,219241.74
Swap_EUR,CPTY_A,38462.76,68587.67,31588.10,-5651.40,36112.66,-6449.99,39214.30,-6995.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,211564.29,215867.64
Swap_USD,CPTY_A,57784.75,63245.23,29307.57,-8550.46,33151.51,-9690.17,35770.47,-10464.35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,373957.17,373957.17
