#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
BermSwp,Swaption,2036-03-03,20.073770,24384.657538,EUR,24384.657538,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
