#Portfolio,Sample,AsOfDate,Time,InitialMargin,Currency,SimmSide,Depth
CPTY_A,0,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,0,2016-05-06,0.248634,3981.480469,,Call,0
CPTY_A,0,2016-08-05,0.497268,3376.916504,,Call,0
CPTY_A,0,2016-11-07,0.754098,3886.977783,,Call,0
CPTY_A,0,2017-02-06,1.003002,3571.559814,,Call,0
CPTY_A,0,2017-05-05,1.244098,3636.077148,,Call,0
CPTY_A,0,2017-08-07,1.501632,3696.659180,,Call,0
CPTY_A,0,2017-11-06,1.750947,3085.321777,,Call,0
CPTY_A,0,2018-02-05,2.000262,3197.672119,,Call,0
CPTY_A,0,2018-05-08,2.252317,3833.249512,,Call,0
CPTY_A,0,2018-08-06,2.498892,3762.574707,,Call,0
CPTY_A,0,2018-11-05,2.748207,3776.510254,,Call,0
CPTY_A,0,2019-02-05,3.000262,3938.177246,,Call,0
CPTY_A,0,2019-05-07,3.249577,4006.616455,,Call,0
CPTY_A,0,2019-08-05,3.496152,3395.893799,,Call,0
CPTY_A,0,2019-11-05,3.748207,3818.615234,,Call,0
CPTY_A,0,2020-02-05,4.000000,3536.863281,,Call,0
CPTY_A,0,2020-05-05,4.245902,3723.051025,,Call,0
CPTY_A,0,2020-08-05,4.497268,3046.969238,,Call,0
CPTY_A,0,2020-11-05,4.748634,3423.141846,,Call,0
CPTY_A,0,2021-02-05,5.000262,3613.029785,,Call,0
CPTY_A,0,2021-05-05,5.244098,3402.180176,,Call,0
CPTY_A,0,2021-08-05,5.496152,2903.859863,,Call,0
CPTY_A,0,2021-11-05,5.748207,3870.254395,,Call,0
CPTY_A,0,2022-02-07,6.005741,3943.070313,,Call,0
CPTY_A,0,2022-05-05,6.244098,3129.253174,,Call,0
CPTY_A,0,2022-08-05,6.496152,3266.446777,,Call,0
CPTY_A,0,2022-11-07,6.753687,3267.020752,,Call,0
CPTY_A,0,2023-02-06,7.003002,3269.232422,,Call,0
CPTY_A,0,2023-05-05,7.244098,3220.943115,,Call,0
CPTY_A,0,2023-08-07,7.501632,3332.568115,,Call,0
CPTY_A,0,2023-11-06,7.750947,3235.381836,,Call,0
CPTY_A,0,2024-02-05,8.000000,3244.730469,,Call,0
CPTY_A,0,2024-05-07,8.251366,3539.998779,,Call,0
CPTY_A,0,2024-08-05,8.497268,3135.701416,,Call,0
CPTY_A,0,2024-11-05,8.748634,2745.609619,,Call,0
CPTY_A,0,2025-02-05,9.000262,2820.476563,,Call,0
CPTY_A,0,2025-05-06,9.246837,3331.531982,,Call,0
CPTY_A,0,2025-08-05,9.496152,2660.344971,,Call,0
CPTY_A,0,2025-11-05,9.748207,2361.082764,,Call,0
CPTY_A,0,2026-02-05,10.000262,2475.905762,,Call,0
CPTY_A,0,2026-05-05,10.244098,2892.067139,,Call,0
CPTY_A,0,2026-08-05,10.496152,2542.061768,,Call,0
CPTY_A,0,2026-11-05,10.748207,2842.199463,,Call,0
CPTY_A,0,2027-02-05,11.000262,3254.385010,,Call,0
CPTY_A,0,2027-05-05,11.244098,2462.530029,,Call,0
CPTY_A,0,2027-08-05,11.496152,2794.676025,,Call,0
CPTY_A,0,2027-11-05,11.748207,2968.655029,,Call,0
CPTY_A,0,2028-02-07,12.005464,4130.873535,,Call,0
CPTY_A,0,2028-05-05,12.245902,3966.430664,,Call,0
CPTY_A,0,2028-08-07,12.502732,3731.113037,,Call,0
CPTY_A,0,2028-11-06,12.751366,4012.487061,,Call,0
CPTY_A,0,2029-02-05,13.000262,3989.257813,,Call,0
CPTY_A,0,2029-05-08,13.252317,3368.722168,,Call,0
CPTY_A,0,2029-08-06,13.498892,3074.027588,,Call,0
CPTY_A,0,2029-11-05,13.748207,3840.829346,,Call,0
CPTY_A,0,2030-02-05,14.000262,3841.748535,,Call,0
CPTY_A,0,2030-05-07,14.249577,3397.713135,,Call,0
CPTY_A,0,2030-08-05,14.496152,3253.678223,,Call,0
CPTY_A,0,2030-11-05,14.748207,3674.385498,,Call,0
CPTY_A,0,2031-02-05,15.000262,2925.392090,,Call,0
CPTY_A,0,2031-05-06,15.246837,2667.947754,,Call,0
CPTY_A,0,2031-08-05,15.496152,2605.751221,,Call,0
CPTY_A,0,2031-11-05,15.748207,2178.476563,,Call,0
CPTY_A,0,2032-02-05,16.000000,2719.513184,,Call,0
CPTY_A,0,2032-05-05,16.245902,1962.700928,,Call,0
CPTY_A,0,2032-08-05,16.497268,1870.959473,,Call,0
CPTY_A,0,2032-11-05,16.748634,1723.010498,,Call,0
CPTY_A,0,2033-02-07,17.005741,2278.946533,,Call,0
CPTY_A,0,2033-05-05,17.244098,1715.823975,,Call,0
CPTY_A,0,2033-08-05,17.496152,1590.868408,,Call,0
CPTY_A,0,2033-11-07,17.753687,1825.790527,,Call,0
CPTY_A,0,2034-02-06,18.003002,1807.885254,,Call,0
CPTY_A,0,2034-05-05,18.244098,1086.283203,,Call,0
CPTY_A,0,2034-08-07,18.501632,992.897644,,Call,0
CPTY_A,0,2034-11-06,18.750947,838.206787,,Call,0
CPTY_A,0,2035-02-05,19.000262,785.535950,,Call,0
CPTY_A,0,2035-05-08,19.252317,414.823059,,Call,0
CPTY_A,0,2035-08-06,19.498892,352.704865,,Call,0
CPTY_A,0,2035-11-05,19.748207,0.000000,,Call,0
CPTY_A,0,2036-02-05,20.000000,0.112777,,Call,0
CPTY_A,0,2036-05-06,20.248634,0.000000,,Call,0
CPTY_A,0,2036-08-05,20.497268,0.000000,,Call,0
CPTY_A,0,2036-11-05,20.748634,0.000000,,Call,0
CPTY_A,0,2037-02-05,21.000262,0.000000,,Call,0
CPTY_A,0,2037-05-05,21.244098,0.000000,,Call,0
CPTY_A,0,2037-08-05,21.496152,0.000000,,Call,0
CPTY_A,0,2037-11-05,21.748207,0.000000,,Call,0
CPTY_A,0,2038-02-05,22.000262,0.000000,,Call,0
CPTY_A,1,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,1,2016-05-06,0.248634,3697.772705,,Call,0
CPTY_A,1,2016-08-05,0.497268,4013.045166,,Call,0
CPTY_A,1,2016-11-07,0.754098,4687.711426,,Call,0
CPTY_A,1,2017-02-06,1.003002,4863.062500,,Call,0
CPTY_A,1,2017-05-05,1.244098,4395.195801,,Call,0
CPTY_A,1,2017-08-07,1.501632,4393.115234,,Call,0
CPTY_A,1,2017-11-06,1.750947,4244.109863,,Call,0
CPTY_A,1,2018-02-05,2.000262,4644.839844,,Call,0
CPTY_A,1,2018-05-08,2.252317,4346.824219,,Call,0
CPTY_A,1,2018-08-06,2.498892,4238.131348,,Call,0
CPTY_A,1,2018-11-05,2.748207,3978.786377,,Call,0
CPTY_A,1,2019-02-05,3.000262,4695.978027,,Call,0
CPTY_A,1,2019-05-07,3.249577,5745.246582,,Call,0
CPTY_A,1,2019-08-05,3.496152,5291.202148,,Call,0
CPTY_A,1,2019-11-05,3.748207,6512.109863,,Call,0
CPTY_A,1,2020-02-05,4.000000,5517.354004,,Call,0
CPTY_A,1,2020-05-05,4.245902,7076.122559,,Call,0
CPTY_A,1,2020-08-05,4.497268,5450.669922,,Call,0
CPTY_A,1,2020-11-05,4.748634,7211.796875,,Call,0
CPTY_A,1,2021-02-05,5.000262,8780.696289,,Call,0
CPTY_A,1,2021-05-05,5.244098,7826.188965,,Call,0
CPTY_A,1,2021-08-05,5.496152,7157.535645,,Call,0
CPTY_A,1,2021-11-05,5.748207,10460.076172,,Call,0
CPTY_A,1,2022-02-07,6.005741,10674.336914,,Call,0
CPTY_A,1,2022-05-05,6.244098,6721.350586,,Call,0
CPTY_A,1,2022-08-05,6.496152,7953.103027,,Call,0
CPTY_A,1,2022-11-07,6.753687,10147.192383,,Call,0
CPTY_A,1,2023-02-06,7.003002,8981.485352,,Call,0
CPTY_A,1,2023-05-05,7.244098,10245.278320,,Call,0
CPTY_A,1,2023-08-07,7.501632,9914.288086,,Call,0
CPTY_A,1,2023-11-06,7.750947,10341.739258,,Call,0
CPTY_A,1,2024-02-05,8.000000,11750.106445,,Call,0
CPTY_A,1,2024-05-07,8.251366,9860.995117,,Call,0
CPTY_A,1,2024-08-05,8.497268,10069.519531,,Call,0
CPTY_A,1,2024-11-05,8.748634,10286.765625,,Call,0
CPTY_A,1,2025-02-05,9.000262,12174.869141,,Call,0
CPTY_A,1,2025-05-06,9.246837,12608.474609,,Call,0
CPTY_A,1,2025-08-05,9.496152,13486.377930,,Call,0
CPTY_A,1,2025-11-05,9.748207,13155.432617,,Call,0
CPTY_A,1,2026-02-05,10.000262,9839.112305,,Call,0
CPTY_A,1,2026-05-05,10.244098,15408.385742,,Call,0
CPTY_A,1,2026-08-05,10.496152,9059.237305,,Call,0
CPTY_A,1,2026-11-05,10.748207,10194.877930,,Call,0
CPTY_A,1,2027-02-05,11.000262,10069.481445,,Call,0
CPTY_A,1,2027-05-05,11.244098,10586.958008,,Call,0
CPTY_A,1,2027-08-05,11.496152,8794.222656,,Call,0
CPTY_A,1,2027-11-05,11.748207,5416.557129,,Call,0
CPTY_A,1,2028-02-07,12.005464,8542.853516,,Call,0
CPTY_A,1,2028-05-05,12.245902,8686.093750,,Call,0
CPTY_A,1,2028-08-07,12.502732,8029.049316,,Call,0
CPTY_A,1,2028-11-06,12.751366,6795.184082,,Call,0
CPTY_A,1,2029-02-05,13.000262,6377.048340,,Call,0
CPTY_A,1,2029-05-08,13.252317,7875.987305,,Call,0
CPTY_A,1,2029-08-06,13.498892,5485.652832,,Call,0
CPTY_A,1,2029-11-05,13.748207,6363.972656,,Call,0
CPTY_A,1,2030-02-05,14.000262,6337.370605,,Call,0
CPTY_A,1,2030-05-07,14.249577,6719.365234,,Call,0
CPTY_A,1,2030-08-05,14.496152,7734.607422,,Call,0
CPTY_A,1,2030-11-05,14.748207,5160.019531,,Call,0
CPTY_A,1,2031-02-05,15.000262,3911.746826,,Call,0
CPTY_A,1,2031-05-06,15.246837,5722.935547,,Call,0
CPTY_A,1,2031-08-05,15.496152,4585.434570,,Call,0
CPTY_A,1,2031-11-05,15.748207,3450.740967,,Call,0
CPTY_A,1,2032-02-05,16.000000,3231.508545,,Call,0
CPTY_A,1,2032-05-05,16.245902,3435.210449,,Call,0
CPTY_A,1,2032-08-05,16.497268,2623.334473,,Call,0
CPTY_A,1,2032-11-05,16.748634,1748.992432,,Call,0
CPTY_A,1,2033-02-07,17.005741,2318.867676,,Call,0
CPTY_A,1,2033-05-05,17.244098,2081.449707,,Call,0
CPTY_A,1,2033-08-05,17.496152,2011.903076,,Call,0
CPTY_A,1,2033-11-07,17.753687,1869.349609,,Call,0
CPTY_A,1,2034-02-06,18.003002,1875.648071,,Call,0
CPTY_A,1,2034-05-05,18.244098,1659.694946,,Call,0
CPTY_A,1,2034-08-07,18.501632,1384.506348,,Call,0
CPTY_A,1,2034-11-06,18.750947,944.735840,,Call,0
CPTY_A,1,2035-02-05,19.000262,873.983704,,Call,0
CPTY_A,1,2035-05-08,19.252317,517.098022,,Call,0
CPTY_A,1,2035-08-06,19.498892,487.229156,,Call,0
CPTY_A,1,2035-11-05,19.748207,4.999395,,Call,0
CPTY_A,1,2036-02-05,20.000000,1.015081,,Call,0
CPTY_A,1,2036-05-06,20.248634,0.000000,,Call,0
CPTY_A,1,2036-08-05,20.497268,0.000000,,Call,0
CPTY_A,1,2036-11-05,20.748634,0.000000,,Call,0
CPTY_A,1,2037-02-05,21.000262,0.000000,,Call,0
CPTY_A,1,2037-05-05,21.244098,0.000000,,Call,0
CPTY_A,1,2037-08-05,21.496152,0.000000,,Call,0
CPTY_A,1,2037-11-05,21.748207,0.000000,,Call,0
CPTY_A,1,2038-02-05,22.000262,0.000000,,Call,0
CPTY_A,2,2016-02-05,0.000000,0.000000,,Call,0
CPTY_A,2,2016-05-06,0.248634,4221.453613,,Call,0
