#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,2090.36,51.07,21.64,-309.46,28.47,-350.54,33.52,-378.60,0.00,-58.83,0.00,0.00,0.00,0.00,0.00,2090.36,51.07,None,24695.32,24789.55
BermSwp,CPTY_A,2090.36,51.07,21.64,-309.46,28.47,-350.54,33.52,-378.60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00,0.00,None,24695.32,24789.55
