#Key,Total,Count,Max,Min,Average
PRICING|Run PRICINGAnalytic,100000,1,100000,100000,100000.00
PRICING|buildMarket(),10000,1,10000,10000,10000.00
PRICING|buildPortfolio(),90000,1,90000,90000,90000.00
XVA|Run XVAAnalytic,3510000,1,3510000,3510000,3510000.00
XVA|buildMarket(),0,1,0,0,0.00
