leg,pay_date,obs_date,obs_time_model,obs_time_report,xva_state_at_obs,ore_flow_leg,ore_flow_pay_date,ore_flow_pay_time_model,ore_flow_pay_time_report,ore_flow_start_date,ore_flow_end_date,ore_flow_fixing_date,ore_flow_accrual,ore_flow_coupon,ore_flow_notional,ore_flow_sign,ore_flow_amount,py_portfolio_pay_date,py_portfolio_pay_time_model,py_portfolio_pay_time_report,py_portfolio_start_date,py_portfolio_end_date,py_portfolio_fixing_date,py_portfolio_accrual,py_portfolio_coupon,py_portfolio_notional,py_portfolio_sign,py_portfolio_amount,py_active_pay_date,py_active_pay_time_model,py_active_pay_time_report,py_active_start_date,py_active_end_date,py_active_fixing_date,py_active_accrual,py_active_coupon,py_active_notional,py_active_sign,py_active_amount,diff_portfolio_vs_ore_amount,diff_active_vs_ore_amount,diff_active_vs_portfolio_amount
fixed,2022-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2022-02-27,6.066015420315892,6.060535968261098,,,,1.0,0.02,10000000.0,1.0,200000.0,2022-02-27,6.066015420315892,6.060535968261098,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2022-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2022-03-01,6.071232876712329,6.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2023-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2023-02-27,7.066015420315892,7.060535968261098,,,,1.0,0.02,10000000.0,1.0,200000.0,2023-02-27,7.066015420315892,7.060535968261098,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2023-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2023-03-01,7.071232876712329,7.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2024-02-28,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2024-02-28,8.068306010928962,8.062841530054644,,,,1.0,0.02,10000000.0,1.0,200000.0,2024-02-28,8.068306010928962,8.062841530054644,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2024-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2024-03-01,8.073972602739726,8.068306010928962,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2025-02-28,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2025-02-28,9.071494872370687,9.063275694288496,,,,1.0055555555555555,0.02,10000000.0,1.0,201111.1111111111,2025-02-28,9.071494872370687,9.063275694288496,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,-1.1111085768789053e-05
fixed,2025-03-03,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2025-03-03,9.07945205479452,9.071494872370687,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2026-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2026-02-27,10.06875514634329,10.060535968261098,,,,0.9972222222222222,0.02,10000000.0,1.0,199444.44444444444,2026-02-27,10.06875514634329,10.060535968261098,,,,0.9972222222,0.02,10000000.0,1.0,199444.4444,,,-4.444443038664758e-05
fixed,2026-03-02,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2026-03-02,10.076712328767123,10.06875514634329,,,,0.9972222222,0.02,10000000.0,1.0,199444.4444,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2027-02-26,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2027-02-26,11.066015420315892,11.057796242233701,,,,0.9972222222222222,0.02,10000000.0,1.0,199444.44444444444,2027-02-26,11.066015420315892,11.057796242233701,,,,0.9972222222,0.02,10000000.0,1.0,199444.4444,,,-4.444443038664758e-05
fixed,2027-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2027-03-01,11.073972602739726,11.066015420315892,,,,0.9972222222,0.02,10000000.0,1.0,199444.4444,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2028-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2028-02-27,12.068306010928962,12.060109289617488,,,,1.0,0.02,10000000.0,1.0,200000.0,2028-02-27,12.068306010928962,12.060109289617488,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2028-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2028-03-01,12.076712328767123,12.068306010928962,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2029-02-25,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2029-02-25,13.066015420315892,13.055056516206303,,,,1.0,0.02,10000000.0,1.0,200000.0,2029-02-25,13.066015420315892,13.055056516206303,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2029-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2029-03-01,13.076712328767123,13.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2030-02-25,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2030-02-25,14.066015420315892,14.055056516206303,,,,1.0,0.02,10000000.0,1.0,200000.0,2030-02-25,14.066015420315892,14.055056516206303,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2030-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2030-03-01,14.076712328767123,14.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2031-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2031-02-27,15.071494872370687,15.060535968261098,,,,1.0055555555555555,0.02,10000000.0,1.0,201111.1111111111,2031-02-27,15.071494872370687,15.060535968261098,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,-1.1111085768789053e-05
