leg,pay_date,obs_date,obs_time_model,obs_time_report,xva_state_at_obs,ore_flow_leg,ore_flow_pay_date,ore_flow_pay_time_model,ore_flow_pay_time_report,ore_flow_start_date,ore_flow_end_date,ore_flow_fixing_date,ore_flow_accrual,ore_flow_coupon,ore_flow_notional,ore_flow_sign,ore_flow_amount,py_portfolio_pay_date,py_portfolio_pay_time_model,py_portfolio_pay_time_report,py_portfolio_start_date,py_portfolio_end_date,py_portfolio_fixing_date,py_portfolio_accrual,py_portfolio_coupon,py_portfolio_notional,py_portfolio_sign,py_portfolio_amount,py_active_pay_date,py_active_pay_time_model,py_active_pay_time_report,py_active_start_date,py_active_end_date,py_active_fixing_date,py_active_accrual,py_active_coupon,py_active_notional,py_active_sign,py_active_amount,diff_portfolio_vs_ore_amount,diff_active_vs_ore_amount,diff_active_vs_portfolio_amount
fixed,2031-03-03,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2031-03-03,15.082191780821917,15.071494872370687,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2032-02-26,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2032-02-26,16.068306010928964,16.057377049180328,,,,0.9944444444444445,0.02,10000000.0,1.0,198888.8888888889,2032-02-26,16.068306010928964,16.057377049180328,,,,0.9944444444,0.02,10000000.0,1.0,198888.8889,,,1.1111085768789053e-05
fixed,2032-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2032-03-01,16.07945205479452,16.068306010928964,,,,0.9944444444,0.02,10000000.0,1.0,198888.8889,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2033-02-24,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2033-02-24,17.066015420315892,17.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,2033-02-24,17.066015420315892,17.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2033-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2033-03-01,17.07945205479452,17.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2034-02-24,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2034-02-24,18.066015420315892,18.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,2034-02-24,18.066015420315892,18.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2034-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2034-03-01,18.07945205479452,18.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2035-02-24,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2035-02-24,19.066015420315892,19.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,2035-02-24,19.066015420315892,19.052316790178907,,,,1.0,0.02,10000000.0,1.0,200000.0,,,0.0
fixed,2035-03-01,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2035-03-01,19.07945205479452,19.066015420315892,,,,1.0,0.02,10000000.0,1.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
fixed,2036-02-27,2016-03-07,0.0849315068,0.0846994536,fixed_alive,,,,,,,,,,,,,2036-02-27,20.07377049180328,20.060109289617486,,,,1.0055555555555555,0.02,10000000.0,1.0,201111.1111111111,2036-02-27,20.07377049180328,20.060109289617486,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,-1.1111085768789053e-05
fixed,2036-03-03,2016-03-07,0.0849315068,0.0846994536,dead,fixed,2036-03-03,20.087671232876712,20.07377049180328,,,,1.0055555556,0.02,10000000.0,1.0,201111.1111,,,,,,,,,,,,,,,,,,,,,,,,,
